File Name,down,right,up,left,t,l,L,E,Young's Modulus (MPa),Volume Fraction,Dense strain,SEA,Mass,EYM,Critical Strain,PS
80mm_1_024,180,150,120,120,0.8,20,25,427.384,1.024302258,0.173787073,0.756698097,342.2267824,0.028083991,0.002396679,0,0.077468773
80mm_1_025,180,150,120,90,0.8,20,25,427.384,0.599259467,0.184167601,0.742165359,411.7559392,0.029761484,0.001402157,0,0.101187178
80mm_1_026,180,150,90,150,0.8,20,25,427.384,1.677029173,0.179390631,0.748853116,426.4365334,0.028989526,0.00392394,0.014064807,0.102918152
80mm_1_027,180,150,90,120,0.8,20,25,427.384,0.991123156,0.184167602,0.742165358,536.7411482,0.029761484,0.002319046,0,0.132110294
80mm_1_028,180,150,90,90,0.8,20,25,427.384,0.99933363,0.194548129,0.727632619,681.565017,0.031438978,0.002338257,0.023450294,0.18644213
80mm_1_029,180,120,180,120,0.8,20,25,427.384,0.474715923,0.172376029,0.758673559,215.9973379,0.027855966,0.001110748,0,0.048849983
80mm_1_030,180,120,180,90,0.8,20,25,427.384,0.304618373,0.182756557,0.744140821,246.9811386,0.02953346,0.000712751,0,0.060266978
80mm_1_031,180,120,150,120,0.8,20,25,427.384,0.479244484,0.173787073,0.756698097,232.9779366,0.028083991,0.001121344,0,0.054041948
80mm_1_032,180,120,150,90,0.8,20,25,427.384,0.316329122,0.184167601,0.742165359,279.9039204,0.029761484,0.000740152,0,0.068955355
80mm_1_033,180,120,120,120,0.8,20,25,427.384,0.472102043,0.178564043,0.75001034,467.5960326,0.028855949,0.001104632,0,0.11243951
80mm_1_034,180,120,120,90,0.8,20,25,427.384,0.304213213,0.188944571,0.735477601,446.6716072,0.030533443,0.000711803,0,0.114108397
80mm_1_035,180,120,90,120,0.8,20,25,427.384,0.478382451,0.188944571,0.7354776,645.6707075,0.030533443,0.001119327,0,0.167531868
80mm_1_036,180,120,90,90,0.8,20,25,427.384,0.45644483,0.199325099,0.720944861,675.9506742,0.032210936,0.001067997,0,0.185508019
80mm_1_037,180,90,180,90,0.8,20,25,427.384,4.749412401,0.193137085,0.729608081,568.9576772,0.031210953,0.011112752,0.014065239,0.150759451
80mm_1_038,180,90,150,90,0.8,20,25,427.384,5.371403141,0.194548129,0.727632619,600.5408007,0.031438978,0.012568096,0.014060348,0.159842182
80mm_1_039,180,90,120,90,0.8,20,25,427.384,2.649022621,0.199325099,0.720944861,623.264968,0.032210936,0.006198226,0.014063682,0.173124258
80mm_1_040,180,90,90,90,0.8,20,25,427.384,5.436549711,0.209705627,0.706412122,946.159418,0.033888429,0.012720527,0.023437051,0.291009296
80mm_1_041,150,180,180,180,0.8,20,25,427.384,12.54432643,0.161411045,0.774024538,372.85991,0.026084025,0.029351418,0.014062878,0.078711966
80mm_1_042,150,180,180,150,0.8,20,25,427.384,4.663763365,0.162822089,0.772049075,201.9544962,0.02631205,0.010912349,0,0.043017317
80mm_1_043,150,180,180,120,0.8,20,25,427.384,1.05325154,0.167599059,0.765361317,265.8956384,0.027084008,0.002464415,0,0.057438605
80mm_1_044,150,180,180,90,0.8,20,25,427.384,2.796294019,0.177979587,0.750828578,330.6635271,0.028761501,0.006542814,0,0.079165701
80mm_1_045,150,180,150,180,0.8,20,25,427.384,26.30526296,0.162822089,0.772049076,374.3618789,0.02631205,0.06154948,0.023439646,0.080661858
80mm_1_046,150,180,150,150,0.8,20,25,427.384,13.56444203,0.164233133,0.770073613,206.2893763,0.026540074,0.031738301,0.014064442,0.044523677
80mm_1_047,150,180,150,120,0.8,20,25,427.384,13.40619926,0.169010104,0.763385855,272.714482,0.027312033,0.031368042,0.014063144,0.061353971
80mm_1_048,150,180,150,90,0.8,20,25,427.384,13.24275565,0.179390631,0.748853116,340.7967006,0.028989526,0.030985614,0.014061923,0.083336568
80mm_1_049,150,180,120,180,0.8,20,25,427.384,20.04418267,0.167599059,0.765361318,385.8472524,0.027084008,0.046899703,0.023437281,0.084487982
80mm_1_050,150,180,120,150,0.8,20,25,427.384,7.082224712,0.169010103,0.763385856,272.2680039,0.027312033,0.016571104,0.014067139,0.059889876
80mm_1_051,150,180,120,120,0.8,20,25,427.384,5.529792506,0.173787073,0.756698097,355.9390158,0.028083991,0.012938698,0.014065416,0.08159588
80mm_1_052,150,180,120,90,0.8,20,25,427.384,4.374311995,0.184167601,0.742165358,466.1580361,0.029761484,0.010235086,0.014060503,0.116172487
80mm_1_053,150,180,90,180,0.8,20,25,427.384,15.55652459,0.177979587,0.750828578,499.0881337,0.028761501,0.036399408,0.014062461,0.120237115
80mm_1_054,150,180,90,150,0.8,20,25,427.384,4.671313531,0.179390632,0.748853116,414.7942743,0.028989526,0.010930015,0,0.098326846
80mm_1_055,150,180,90,120,0.8,20,25,427.384,4.258455886,0.184167602,0.742165357,525.6601889,0.029761484,0.009964004,0,0.129026912
80mm_1_056,150,180,90,90,0.8,20,25,427.384,1.428608377,0.19454813,0.727632619,687.6773934,0.031438978,0.003342681,0.014064294,0.188297898
80mm_1_057,150,150,180,150,0.8,20,25,427.384,1.016365309,0.164233133,0.770073613,202.0991548,0.026540074,0.002378108,0,0.04286251
80mm_1_058,150,150,180,120,0.8,20,25,427.384,0.737266462,0.169010104,0.763385855,227.7528088,0.027312033,0.001725068,0,0.050927655
80mm_1_059,150,150,180,90,0.8,20,25,427.384,0.597016129,0.179390631,0.748853116,327.2802621,0.028989526,0.001396908,0,0.077555723
80mm_1_060,150,150,150,150,0.8,20,25,427.384,1.792507902,0.165644178,0.768098151,207.5450865,0.026768099,0.004194139,0.014062658,0.045038916
80mm_1_061,150,150,150,120,0.8,20,25,427.384,0.729445335,0.170421148,0.761410393,231.1442948,0.027540058,0.001706768,0,0.052252761
80mm_1_062,150,150,150,90,0.8,20,25,427.384,0.565870947,0.180801676,0.746877654,325.8636239,0.029217551,0.001324034,0,0.07967283
80mm_1_063,150,150,120,150,0.8,20,25,427.384,1.67362335,0.170421147,0.761410394,261.9686886,0.027540057,0.003915971,0.014064234,0.060103942
80mm_1_064,150,150,120,120,0.8,20,25,427.384,0.733738835,0.175198118,0.754722635,322.5020484,0.028312016,0.001716814,0,0.074107146
80mm_1_065,150,150,120,90,0.8,20,25,427.384,0.568823743,0.185578645,0.740189896,392.412638,0.029989509,0.001330943,0,0.099368608
80mm_1_066,150,150,90,150,0.8,20,25,427.384,1.670879972,0.180801676,0.746877654,401.1887823,0.029217551,0.003909552,0.014060937,0.09978525
80mm_1_067,150,150,90,120,0.8,20,25,427.384,0.729564575,0.185578646,0.740189895,511.6636232,0.029989509,0.001707047,0,0.127353708
80mm_1_068,150,150,90,90,0.8,20,25,427.384,0.977381905,0.195959174,0.725657157,659.7286007,0.031667002,0.002286894,0.023430628,0.182151903
80mm_1_069,150,120,180,120,0.8,20,25,427.384,0.467818373,0.173787073,0.756698097,228.7497269,0.028083991,0.001094609,0,0.052229368
80mm_1_070,150,120,180,90,0.8,20,25,427.384,0.308833662,0.184167601,0.742165358,275.582206,0.029761484,0.000722614,0,0.068013067
80mm_1_071,150,120,150,120,0.8,20,25,427.384,0.475609156,0.175198118,0.754722635,236.193207,0.028312016,0.001112838,0,0.054536608
80mm_1_072,150,120,150,90,0.8,20,25,427.384,0.304528623,0.185578645,0.740189896,280.7984667,0.029989509,0.000712541,0,0.069969582
80mm_1_073,150,120,120,120,0.8,20,25,427.384,0.467038397,0.179975088,0.748034877,439.7290134,0.029083974,0.001092784,0,0.105320116
80mm_1_074,150,120,120,90,0.8,20,25,427.384,0.306929239,0.190355615,0.733502139,403.4568351,0.030761467,0.000718158,0,0.105750579
80mm_1_075,150,120,90,120,0.8,20,25,427.384,0.474196224,0.190355616,0.733502138,631.0840625,0.030761468,0.001109532,0,0.163282584
80mm_1_076,150,120,90,90,0.8,20,25,427.384,0.446787661,0.200736144,0.718969399,636.2308248,0.032438961,0.001045401,0,0.176675406
80mm_1_077,150,90,180,90,0.8,20,25,427.384,2.52532487,0.19454813,0.727632619,544.2384396,0.031438978,0.005908796,0.014064598,0.145364802
80mm_1_078,150,90,150,90,0.8,20,25,427.384,2.687370078,0.195959174,0.725657157,574.5764979,0.031667002,0.006287952,0.02343463,0.15635951
80mm_1_079,150,90,120,90,0.8,20,25,427.384,2.573953903,0.200736144,0.718969399,597.8620326,0.032438961,0.006022579,0.032811368,0.171110003
80mm_1_080,150,90,90,90,0.8,20,25,427.384,3.09183732,0.211116672,0.704436659,850.9516598,0.034116454,0.007234331,0.051591897,0.272667497
80mm_1_081,120,180,180,180,0.8,20,25,427.384,11.92683733,0.166188015,0.767336779,428.8324636,0.026855983,0.027906607,0.023436645,0.094323829
80mm_1_082,120,180,180,150,0.8,20,25,427.384,4.742561435,0.167599059,0.765361317,276.2697951,0.027084008,0.011096722,0,0.061102622
80mm_1_083,120,180,180,120,0.8,20,25,427.384,7.686753397,0.17237603,0.758673558,379.9663582,0.027855966,0.01798559,0,0.087194369
80mm_1_084,120,180,180,90,0.8,20,25,427.384,2.646715602,0.182756557,0.74414082,420.9482394,0.02953346,0.006192828,0,0.102489248
80mm_1_085,120,180,150,180,0.8,20,25,427.384,26.78934842,0.167599059,0.765361317,405.6725274,0.027084008,0.062682151,0.023438048,0.089758198
80mm_1_086,120,180,150,150,0.8,20,25,427.384,13.44604983,0.169010104,0.763385855,264.5413561,0.027312033,0.031461285,0.01406301,0.059403584
80mm_1_087,120,180,150,120,0.8,20,25,427.384,13.34290198,0.173787074,0.756698096,370.8433772,0.028083991,0.031219938,0.014062993,0.084944003
80mm_1_088,120,180,150,90,0.8,20,25,427.384,13.23185052,0.184167602,0.742165358,425.3396777,0.029761484,0.030960098,0.014061737,0.105794547
80mm_1_089,120,180,120,180,0.8,20,25,427.384,19.9245955,0.172376029,0.758673559,359.3827776,0.027855966,0.046619891,0.014062732,0.082366805
80mm_1_090,120,180,120,150,0.8,20,25,427.384,6.445528971,0.173787073,0.756698097,249.7347712,0.028083991,0.015081353,0.014063475,0.058288929
80mm_1_091,120,180,120,120,0.8,20,25,427.384,5.620260724,0.178564044,0.750010339,321.9596921,0.028855949,0.013150377,0.014060122,0.078194073
80mm_1_092,120,180,120,90,0.8,20,25,427.384,0.486239051,0.188944571,0.7354776,400.7670215,0.030533443,0.00113771,0.01406011,0.105394784
80mm_1_093,120,180,90,180,0.8,20,25,427.384,15.45600815,0.182756557,0.74414082,465.8041955,0.02953346,0.036164218,0.023437777,0.114452083
80mm_1_094,120,180,90,150,0.8,20,25,427.384,4.958430529,0.184167602,0.742165357,354.451468,0.029761484,0.011601816,0,0.087003443
80mm_1_095,120,180,90,120,0.8,20,25,427.384,0.393205674,0.188944572,0.735477599,438.3288518,0.030533443,0.000920029,0.014062898,0.113473674
80mm_1_096,120,180,90,90,0.8,20,25,427.384,1.23804298,0.1993251,0.72094486,585.5649863,0.032210936,0.002896793,0.01406489,0.165775558
80mm_1_097,120,150,180,150,0.8,20,25,427.384,0.745485911,0.169010104,0.763385855,267.844747,0.027312033,0.0017443,0,0.058682105
80mm_1_098,120,150,180,120,0.8,20,25,427.384,0.70675039,0.173787074,0.756698096,321.7749904,0.028083991,0.001653666,0,0.072978633
80mm_1_099,120,150,180,90,0.8,20,25,427.384,0.559193927,0.184167602,0.742165358,389.2705728,0.029761484,0.001308411,0,0.097563078
80mm_1_100,120,150,150,150,0.8,20,25,427.384,1.074376277,0.170421148,0.761410393,265.2742437,0.027540058,0.002513843,0.014061889,0.060797029
80mm_1_101,120,150,150,120,0.8,20,25,427.384,0.685313663,0.175198118,0.754722634,318.515594,0.028312016,0.001603508,0,0.073155917
80mm_1_102,120,150,150,90,0.8,20,25,427.384,0.608126831,0.185578646,0.740189896,390.4408294,0.029989509,0.001422905,0,0.098869297
80mm_1_103,120,150,120,150,0.8,20,25,427.384,1.656339941,0.175198118,0.754722635,251.6628932,0.028312016,0.003875531,0.014061099,0.058898535
80mm_1_104,120,150,120,120,0.8,20,25,427.384,0.696978682,0.179975088,0.748034877,286.0842881,0.029083974,0.001630802,0,0.069519385
80mm_1_105,120,150,120,90,0.8,20,25,427.384,0.56002989,0.190355616,0.733502138,414.2077372,0.030761468,0.001310367,0,0.108568515
80mm_1_106,120,150,90,150,0.8,20,25,427.384,1.581835798,0.185578646,0.740189895,347.7560731,0.029989509,0.003701205,0.014065598,0.089576437
80mm_1_107,120,150,90,120,0.8,20,25,427.384,0.698509571,0.190355616,0.733502137,459.4903014,0.030761468,0.001634384,0.014062405,0.120560463
80mm_1_108,120,150,90,90,0.8,20,25,427.384,0.970091589,0.200736144,0.718969398,581.5949101,0.032438961,0.002269836,0.023430151,0.166657558
80mm_1_109,120,120,180,120,0.8,20,25,427.384,0.466758461,0.178564044,0.750010339,348.963549,0.028855949,0.001092129,0,0.082289081
80mm_1_110,120,120,180,90,0.8,20,25,427.384,0.303659324,0.188944571,0.7354776,431.4334817,0.030533443,0.000710507,0,0.111943838
80mm_1_111,120,120,150,120,0.8,20,25,427.384,0.470485676,0.179975088,0.748034877,335.7111161,0.029083974,0.00110085,0,0.081578861
80mm_1_112,120,120,150,90,0.8,20,25,427.384,0.304975239,0.190355616,0.733502138,398.1228607,0.030761468,0.000713586,0,0.102813721
80mm_1_113,120,120,120,120,0.8,20,25,427.384,0.46267096,0.184752058,0.741347119,391.6118109,0.029855933,0.001082565,0,0.098570019
80mm_1_114,120,120,120,90,0.8,20,25,427.384,0.301732249,0.195132586,0.72681438,323.1950136,0.031533426,0.000705998,0,0.087637971
80mm_1_115,120,120,90,120,0.8,20,25,427.384,0.472217436,0.195132586,0.726814379,527.6591311,0.031533426,0.001104902,0,0.141166206
80mm_1_116,120,120,90,90,0.8,20,25,427.384,0.448781407,0.205513114,0.712281641,496.5905207,0.033210919,0.001050066,0,0.144713013
80mm_1_117,120,90,180,90,0.8,20,25,427.384,2.213021277,0.1993251,0.72094486,614.7103545,0.032210936,0.005178063,0.014063615,0.170684484
80mm_1_118,120,90,150,90,0.8,20,25,427.384,2.325104013,0.200736144,0.718969398,584.8341296,0.032438961,0.005440316,0.03281008,0.167499813
80mm_1_119,120,90,120,90,0.8,20,25,427.384,0.998395522,0.205513114,0.712281641,463.5711298,0.033210919,0.002336062,0.051565605,0.140494753
80mm_1_120,120,90,90,90,0.8,20,25,427.384,0.916548494,0.215893642,0.697748901,540.0978913,0.034888413,0.002144555,0.112575746,0.186845566
80mm_1_121,90,180,180,180,0.8,20,25,427.384,12.72578171,0.176568542,0.752804041,529.9523838,0.028533476,0.02977599,0.023437555,0.127339998
80mm_1_122,90,180,180,150,0.8,20,25,427.384,0.724123977,0.177979587,0.750828578,433.7277439,0.028761501,0.001694317,0,0.102021387
80mm_1_123,90,180,180,120,0.8,20,25,427.384,0.675005161,0.182756557,0.74414082,484.3573141,0.02953346,0.001579388,0,0.117932931
80mm_1_124,90,180,180,90,0.8,20,25,427.384,1.227013053,0.193137085,0.729608081,668.9874079,0.031210953,0.002870985,0.014064482,0.181251202
80mm_1_125,90,180,150,180,0.8,20,25,427.384,26.8127571,0.177979587,0.750828578,520.5510628,0.028761501,0.062736923,0.014063014,0.12295105
80mm_1_126,90,180,150,150,0.8,20,25,427.384,13.08382864,0.179390631,0.748853116,414.4068922,0.028989526,0.030613754,0.014063197,0.099228132
80mm_1_127,90,180,150,120,0.8,20,25,427.384,13.24766501,0.184167602,0.742165358,459.6986491,0.029761484,0.030997101,0.014063331,0.116602747
80mm_1_128,90,180,150,90,0.8,20,25,427.384,1.059739657,0.194548129,0.727632619,693.4269074,0.031438978,0.002479596,0.014064886,0.189630946
80mm_1_129,90,180,120,180,0.8,20,25,427.384,19.08406665,0.182756557,0.744140821,452.1627071,0.02953346,0.044653208,0.014063135,0.112567628
80mm_1_130,90,180,120,150,0.8,20,25,427.384,6.100810439,0.184167601,0.742165358,353.2582205,0.029761484,0.014274775,0.014063877,0.08947293
80mm_1_131,90,180,120,120,0.8,20,25,427.384,0.568091207,0.188944571,0.7354776,412.3836046,0.030533443,0.001329229,0.014063376,0.108590544
80mm_1_132,90,180,120,90,0.8,20,25,427.384,1.292900708,0.199325099,0.720944861,623.4289631,0.032210936,0.00302515,0.014064291,0.176441127
80mm_1_133,90,180,90,180,0.8,20,25,427.384,15.59172949,0.193137085,0.729608081,1015.229494,0.031210953,0.036481781,0.014063017,0.274294815
80mm_1_134,90,180,90,150,0.8,20,25,427.384,1.971380928,0.19454813,0.727632619,693.0565355,0.031438978,0.004612669,0.014059335,0.187428333
80mm_1_135,90,180,90,120,0.8,20,25,427.384,1.468293545,0.1993251,0.72094486,566.8517345,0.032210936,0.003435537,0.014060746,0.160373007
80mm_1_136,90,180,90,90,0.8,20,25,427.384,1.807779187,0.209705627,0.706412122,732.9792472,0.033888429,0.004229871,0.014063884,0.223054509
80mm_1_137,90,150,180,150,0.8,20,25,427.384,1.48698433,0.179390631,0.748853116,435.6596709,0.028989526,0.00347927,0.014065954,0.10519107
80mm_1_138,90,150,180,120,0.8,20,25,427.384,0.689218671,0.184167602,0.742165358,515.2444148,0.029761484,0.001612645,0,0.129135965
80mm_1_139,90,150,180,90,0.8,20,25,427.384,0.962335424,0.194548129,0.727632619,664.9762976,0.031438978,0.002251688,0.014064237,0.182908571
80mm_1_140,90,150,150,150,0.8,20,25,427.384,1.609163585,0.180801676,0.746877654,414.8494284,0.029217551,0.003765147,0.014064467,0.103074328
80mm_1_141,90,150,150,120,0.8,20,25,427.384,0.661000215,0.185578646,0.740189896,510.9895576,0.029989509,0.001546619,0,0.129395224
80mm_1_142,90,150,150,90,0.8,20,25,427.384,0.994256308,0.195959174,0.725657157,654.0158703,0.031667002,0.002326377,0.014065249,0.18168147
80mm_1_143,90,150,120,150,0.8,20,25,427.384,1.652127644,0.185578645,0.740189896,347.4678397,0.029989509,0.003865675,0.01406043,0.08945084
80mm_1_144,90,150,120,120,0.8,20,25,427.384,0.701597848,0.190355616,0.733502138,466.134452,0.030761468,0.00164161,0.014060673,0.124418852
80mm_1_145,90,150,120,90,0.8,20,25,427.384,0.99830107,0.200736143,0.718969399,606.6865181,0.032438961,0.002335841,0.02344384,0.176342938
80mm_1_146,90,150,90,150,0.8,20,25,427.384,1.668288315,0.195959174,0.725657157,645.8176257,0.031667002,0.003903488,0.05159961,0.186145292
80mm_1_147,90,150,90,120,0.8,20,25,427.384,1.164445318,0.200736144,0.718969398,540.0446891,0.032438961,0.002724588,0.04221195,0.158484272
80mm_1_148,90,150,90,90,0.8,20,25,427.384,1.404996693,0.211116672,0.70443666,698.9976806,0.034116454,0.003287434,0.103353429,0.236762816
80mm_1_149,90,120,180,120,0.8,20,25,427.384,0.474986885,0.188944571,0.7354776,620.4372011,0.030533443,0.001111382,0,0.158732442
80mm_1_150,90,120,180,90,0.8,20,25,427.384,0.449043821,0.199325099,0.720944861,676.8240237,0.032210936,0.00105068,0,0.18589421
80mm_1_151,90,120,150,120,0.8,20,25,427.384,0.481098049,0.190355616,0.733502138,614.9846462,0.030761468,0.001125681,0,0.161194405
80mm_1_152,90,120,150,90,0.8,20,25,427.384,0.460503696,0.200736143,0.718969399,643.1306206,0.032438961,0.001077494,0,0.178507322
80mm_1_153,90,120,120,120,0.8,20,25,427.384,0.473165801,0.195132586,0.72681438,534.1896014,0.031533426,0.001107121,0,0.142982653
80mm_1_154,90,120,120,90,0.8,20,25,427.384,0.458833479,0.205513113,0.712281642,514.8625983,0.033210919,0.001073586,0,0.150037736
80mm_1_155,90,120,90,120,0.8,20,25,427.384,0.654654417,0.205513114,0.712281641,427.0168113,0.033210919,0.001531771,0.014065614,0.126865738
80mm_1_156,90,120,90,90,0.8,20,25,427.384,0.883959182,0.215893642,0.697748902,586.350372,0.034888412,0.002068302,0.084530723,0.201195158
80mm_1_157,90,90,180,90,0.8,20,25,427.384,4.507093366,0.209705627,0.706412122,964.5868136,0.033888429,0.01054577,0.023438439,0.296579993
80mm_1_158,90,90,150,90,0.8,20,25,427.384,3.413354457,0.211116672,0.70443666,894.8226995,0.034116454,0.007986622,0.042174798,0.276388387
80mm_1_159,90,90,120,90,0.8,20,25,427.384,1.251758159,0.215893642,0.697748902,562.8168198,0.034888412,0.002928884,0.084505016,0.189258563
80mm_1_160,90,90,90,90,0.8,20,25,427.384,0.150586615,0.113137085,0.841608081,316.8434685,0.018282953,0.000352345,0,0.04301909
80mm_2_001,180,180,180,180,1,20,25,427.384,22.50027688,0.2,0.72,647.6097985,0.03232,0.052646512,0.0515499,0.182613276
80mm_2_002,180,180,180,150,1,20,25,427.384,10.33758001,0.201763806,0.717530672,294.9622225,0.032605031,0.024188037,0.014063957,0.083363766
80mm_2_003,180,180,180,120,1,20,25,427.384,9.36049214,0.207735019,0.709170974,312.9863362,0.033569979,0.021901831,0.014064354,0.09330906
80mm_2_004,180,180,180,90,1,20,25,427.384,8.690297613,0.220710678,0.691005051,368.6906819,0.035666846,0.020333699,0.014064014,0.120270509
80mm_2_005,180,180,150,180,1,20,25,427.384,34.54584533,0.201763805,0.717530672,499.7249409,0.032605031,0.080830928,0.042182174,0.140583942
80mm_2_006,180,180,150,150,1,20,25,427.384,19.5548938,0.203527611,0.715061345,262.6781881,0.032890062,0.045754857,0.014062756,0.07497001
80mm_2_007,180,180,150,120,1,20,25,427.384,18.20302436,0.209498824,0.706701647,307.0454012,0.03385501,0.042591731,0.014063036,0.091441509
80mm_2_008,180,180,150,90,1,20,25,427.384,17.91625739,0.222474483,0.688535723,390.8887615,0.035951877,0.041920749,0.014062834,0.129291164
80mm_2_009,180,180,120,180,1,20,25,427.384,26.86977611,0.207735018,0.709170975,485.3688323,0.033569979,0.062870337,0.051563287,0.145037211
80mm_2_010,180,180,120,150,1,20,25,427.384,1.698416323,0.209498823,0.706701647,330.4222354,0.03385501,0.003973982,0.014063217,0.098363901
80mm_2_011,180,180,120,120,1,20,25,427.384,3.469786668,0.215470036,0.698341949,412.026798,0.034819958,0.008118663,0.023437859,0.128613029
80mm_2_012,180,180,120,90,1,20,25,427.384,2.896430945,0.228445696,0.680176026,488.7087427,0.036916824,0.006777116,0.014062899,0.168492778
80mm_2_013,180,180,90,180,1,20,25,427.384,18.13339154,0.220710678,0.691005051,591.7482105,0.035666846,0.042428803,0.032815376,0.191309305
80mm_2_014,180,180,90,150,1,20,25,427.384,9.079281588,0.222474484,0.688535723,481.7740003,0.035951877,0.02124385,0.014062575,0.157076148
80mm_2_015,180,180,90,120,1,20,25,427.384,8.049438724,0.228445697,0.680176025,591.3421045,0.036916825,0.018834207,0.112596345,0.222374369
80mm_2_016,180,180,90,90,1,20,25,427.384,6.296366826,0.241421356,0.662010101,736.2120735,0.039013691,0.014732341,0.014062911,0.270819572
80mm_2_017,180,150,180,150,1,20,25,427.384,2.885688648,0.203527611,0.715061345,282.9444463,0.032890062,0.006751981,0.084320533,0.082191961
80mm_2_018,180,150,180,120,1,20,25,427.384,1.820850727,0.209498824,0.706701647,292.096544,0.03385501,0.004260456,0.014065591,0.087943048
80mm_2_019,180,150,180,90,1,20,25,427.384,1.395581423,0.222474483,0.688535723,358.2873979,0.035951877,0.003265404,0.014065546,0.117441882
80mm_2_020,180,150,150,150,1,20,25,427.384,3.420990527,0.205291416,0.712592017,262.807944,0.033175093,0.008004489,0.032817653,0.076527612
80mm_2_021,180,150,150,120,1,20,25,427.384,1.500519581,0.211262629,0.704232319,293.885645,0.034140041,0.00351094,0.014063355,0.090475172
80mm_2_022,180,150,150,90,1,20,25,427.384,1.191808578,0.224238289,0.686066396,369.1704338,0.036236907,0.002788613,0.01406281,0.124091331
80mm_2_023,180,150,120,150,1,20,25,427.384,3.465699167,0.211262629,0.70423232,319.3976575,0.034140041,0.008109099,0.014063299,0.09826522
80mm_2_024,180,150,120,120,1,20,25,427.384,1.496016236,0.217233842,0.695872622,379.3818816,0.035104989,0.003500403,0.014061925,0.119937035
80mm_2_025,180,150,120,90,1,20,25,427.384,1.169074741,0.230209501,0.677706698,465.7083759,0.037201855,0.00273542,0.014060792,0.162892795
80mm_2_026,180,150,90,150,1,20,25,427.384,3.176865794,0.224238289,0.686066395,473.0327105,0.036236908,0.007433282,0.051568139,0.161593985
80mm_2_027,180,150,90,120,1,20,25,427.384,1.315358882,0.230209502,0.677706697,612.4463042,0.037201856,0.003077698,0.112589502,0.239056197
80mm_2_028,180,150,90,90,1,20,25,427.384,1.910961652,0.243185162,0.659540774,748.3590623,0.039298722,0.004471299,0.15,0.329162753
80mm_2_029,180,120,180,120,1,20,25,427.384,0.894944233,0.215470036,0.698341949,282.9271433,0.034819958,0.002094005,0.032823184,0.090588905
80mm_2_030,180,120,180,90,1,20,25,427.384,0.588972334,0.228445696,0.680176026,306.0531399,0.036916824,0.001378087,0,0.102590426
80mm_2_031,180,120,150,120,1,20,25,427.384,0.922038242,0.217233842,0.695872622,296.1955642,0.035104989,0.0021574,0.032801223,0.09720369
80mm_2_032,180,120,150,90,1,20,25,427.384,0.604890679,0.230209501,0.677706698,333.2667689,0.037201855,0.001415333,0,0.112764672
80mm_2_033,180,120,120,120,1,20,25,427.384,0.903147014,0.223205054,0.687512925,540.5674966,0.036069937,0.002113198,0.032801473,0.185396124
80mm_2_034,180,120,120,90,1,20,25,427.384,0.587345711,0.236180713,0.669347001,505.2836992,0.038166803,0.001374281,0,0.177771398
80mm_2_035,180,120,90,120,1,20,25,427.384,0.919040143,0.236180714,0.669347,772.7000393,0.038166803,0.002150385,0.05155077,0.296479075
80mm_2_036,180,120,90,90,1,20,25,427.384,0.875385432,0.249156374,0.651181077,733.8488361,0.04026367,0.002048241,0.15,0.338801659
80mm_2_037,180,90,180,90,1,20,25,427.384,7.061061511,0.241421356,0.662010101,618.391816,0.039013691,0.016521586,0.023442858,0.228099304
80mm_2_038,180,90,150,90,1,20,25,427.384,9.519752514,0.243185162,0.659540774,616.1845654,0.039298722,0.022274471,0.023443374,0.230071642
80mm_2_039,180,90,120,90,1,20,25,427.384,4.872293421,0.249156374,0.651181077,689.7763773,0.04026367,0.011400271,0.023438357,0.273201311
80mm_2_040,180,90,90,90,1,20,25,427.384,8.099317429,0.262132034,0.633015152,922.3400736,0.042360537,0.018950914,0.15,0.41370219
80mm_2_041,150,180,180,180,1,20,25,427.384,17.66147712,0.201763806,0.717530672,480.210853,0.032605031,0.04132461,0.023437011,0.135832591
80mm_2_042,150,180,180,150,1,20,25,427.384,4.662330346,0.203527611,0.715061344,254.2778082,0.032890062,0.010908996,0.014062858,0.072668113
80mm_2_043,150,180,180,120,1,20,25,427.384,8.910676036,0.209498824,0.706701646,301.7586311,0.03385501,0.020849344,0.014063069,0.089775584
80mm_2_044,150,180,180,90,1,20,25,427.384,8.726091878,0.222474484,0.688535723,383.3552148,0.035951877,0.020417451,0.014063174,0.126664017
80mm_2_045,150,180,150,180,1,20,25,427.384,34.62417798,0.203527611,0.715061345,483.5735049,0.032890062,0.081014212,0.032815075,0.13722434
80mm_2_046,150,180,150,150,1,20,25,427.384,19.78412805,0.205291417,0.712592017,260.1499302,0.033175093,0.046291223,0.014062771,0.075217212
80mm_2_047,150,180,150,120,1,20,25,427.384,18.74861936,0.21126263,0.704232319,311.0290736,0.034140041,0.043868323,0.014061721,0.09513057
80mm_2_048,150,180,150,90,1,20,25,427.384,18.11021964,0.224238289,0.686066395,392.762488,0.036236908,0.042374585,0.014062932,0.131485576
80mm_2_049,150,180,120,180,1,20,25,427.384,26.85035535,0.209498823,0.706701647,452.6603078,0.03385501,0.062824896,0.014062871,0.13565812
80mm_2_050,150,180,120,150,1,20,25,427.384,0.752348843,0.211262629,0.704232319,310.4575257,0.034140041,0.001760358,0.014062643,0.093272832
80mm_2_051,150,180,120,120,1,20,25,427.384,1.654860337,0.217233842,0.695872621,393.6973494,0.035104989,0.003872069,0.032820427,0.125607719
