File Name,down,right,up,left,t,l,L,E,Young's Modulus (MPa),Volume Fraction,Dense strain,SEA,Mass,EYM,Critical Strain,PS
70mm_1_128,90,180,150,90,0.8,17.5,25,427.384,1.733858423,0.222340727,0.688722982,748.9869423,0.027509106,0.00405691,0.013927816,0.243068488
70mm_1_129,90,180,120,180,0.8,17.5,25,427.384,22.82681835,0.208864633,0.707589513,487.881709,0.025841777,0.053410559,0.023213409,0.144718739
70mm_1_130,90,180,120,150,0.8,17.5,25,427.384,7.490212316,0.210477264,0.70533183,383.4801495,0.026041299,0.01752572,0.013927891,0.114884132
70mm_1_131,90,180,120,120,0.8,17.5,25,427.384,6.645914797,0.215936646,0.697688695,442.495353,0.026716762,0.015550219,0.041797764,0.142642489
70mm_1_132,90,180,120,90,0.8,17.5,25,427.384,2.443284664,0.22780011,0.681079845,676.2965146,0.028184569,0.005716837,0.013929128,0.228441947
70mm_1_133,90,180,90,180,0.8,17.5,25,427.384,24.6446073,0.220728097,0.690980664,1146.146721,0.027309584,0.057663851,0.023215849,0.372312073
70mm_1_134,90,180,90,150,0.8,17.5,25,427.384,3.670851607,0.222340728,0.688722981,780.369607,0.027509107,0.008589118,0.023208714,0.257711739
70mm_1_135,90,180,90,120,0.8,17.5,25,427.384,3.036059862,0.22780011,0.681079846,637.1642036,0.028184569,0.007103822,0.013929324,0.216439299
70mm_1_136,90,180,90,90,0.8,17.5,25,427.384,3.53243817,0.239663574,0.664470996,828.2653668,0.029652376,0.008265256,0.04181618,0.314186698
70mm_1_137,90,150,180,150,0.8,17.5,25,427.384,2.619416876,0.205017881,0.712974967,462.8207831,0.025365837,0.006128954,0.013926332,0.136657231
70mm_1_138,90,150,180,120,0.8,17.5,25,427.384,0.889218997,0.210477263,0.705331832,579.8098394,0.026041299,0.002080609,0.102322265,0.193335497
70mm_1_139,90,150,180,90,0.8,17.5,25,427.384,1.460195046,0.222340727,0.688722982,718.6856975,0.027509106,0.003416588,0.051053752,0.249556063
70mm_1_140,90,150,150,150,0.8,17.5,25,427.384,2.621312324,0.206630511,0.710717284,455.3309514,0.02556536,0.006133389,0.013928063,0.133795151
70mm_1_141,90,150,150,120,0.8,17.5,25,427.384,0.898612897,0.212089893,0.70307415,570.0273047,0.026240822,0.002102589,0.092994928,0.193392161
70mm_1_142,90,150,150,90,0.8,17.5,25,427.384,1.48396016,0.223953357,0.6864653,710.0089185,0.027708629,0.003472194,0.051066995,0.249132667
70mm_1_143,90,150,120,150,0.8,17.5,25,427.384,2.46150148,0.212089894,0.703074148,381.6444812,0.026240822,0.005759461,0.013932146,0.118270442
70mm_1_144,90,150,120,120,0.8,17.5,25,427.384,0.943601047,0.217549276,0.695431013,512.5419334,0.026916284,0.002207853,0.083476339,0.178577265
70mm_1_145,90,150,120,90,0.8,17.5,25,427.384,1.450442143,0.229412741,0.678822163,659.8995724,0.028384091,0.003393768,0.060406072,0.239449854
70mm_1_146,90,150,90,150,0.8,17.5,25,427.384,2.526439487,0.223953358,0.686465299,748.5131586,0.027708629,0.005911404,0.074321447,0.263394949
70mm_1_147,90,150,90,120,0.8,17.5,25,427.384,1.729584583,0.22941274,0.678822164,619.0643467,0.028384091,0.00404691,0.074337312,0.227401921
70mm_1_148,90,150,90,90,0.8,17.5,25,427.384,2.171076102,0.241276204,0.662213314,797.9243274,0.029851898,0.005079919,0.15,0.342429378
70mm_1_149,90,120,180,120,0.8,17.5,25,427.384,0.703753146,0.215936646,0.697688695,697.9330017,0.026716762,0.001646653,0.013926433,0.219513597
70mm_1_150,90,120,180,90,0.8,17.5,25,427.384,0.683088275,0.234113021,0.672241771,674.197643,0.028965633,0.001598301,0.15,0.280309735
70mm_1_151,90,120,150,120,0.8,17.5,25,427.384,0.713432966,0.217549276,0.695431013,703.4143592,0.026916284,0.001669302,0.013932136,0.226678304
70mm_1_152,90,120,150,90,0.8,17.5,25,427.384,0.689488777,0.229412741,0.678822163,696.9962426,0.028384091,0.001613277,0.15,0.283543373
70mm_1_153,90,120,120,120,0.8,17.5,25,427.384,0.702557325,0.223008659,0.687787877,610.283154,0.027591746,0.001643855,0.013929558,0.201254166
70mm_1_154,90,120,120,90,0.8,17.5,25,427.384,0.683769952,0.234872124,0.671179027,566.0176642,0.029059553,0.001599896,0.013932291,0.201355095
70mm_1_155,90,120,90,120,0.8,17.5,25,427.384,0.951699546,0.234872123,0.671179027,491.2844224,0.029059553,0.002226802,0.074291951,0.188700174
70mm_1_156,90,120,90,90,0.8,17.5,25,427.384,1.317378271,0.246735588,0.654570177,672.4271195,0.030527361,0.003082423,0.15,0.301785483
70mm_1_157,90,90,180,90,0.8,17.5,25,427.384,6.066627412,0.239663574,0.664470996,984.5505399,0.029652376,0.014194793,0.060351331,0.376517783
70mm_1_158,90,90,150,90,0.8,17.5,25,427.384,4.310955736,0.241276204,0.662213314,879.45768,0.029851898,0.010086844,0.051087608,0.333901481
70mm_1_159,90,90,120,90,0.8,17.5,25,427.384,1.408454657,0.246735588,0.654570177,571.381435,0.030527361,0.003295525,0.120709338,0.243048075
70mm_1_160,90,90,90,90,0.8,17.5,25,427.384,1.723444358,0.258599051,0.637961328,803.5118601,0.031995168,0.004032543,0.15,0.387743206
70mm_2_001,180,180,180,180,1,17.5,25,427.384,22.41098269,0.228571429,0.68,748.0439529,0.02828,0.05243758,0.032501418,0.254036206
70mm_2_002,180,180,180,150,1,17.5,25,427.384,8.118629202,0.230587217,0.677177896,347.172309,0.028529403,0.0189961,0.013929913,0.120227989
70mm_2_003,180,180,180,120,1,17.5,25,427.384,4.134939345,0.237411445,0.667623977,351.9595809,0.029373731,0.009674998,0.013928059,0.126259167
70mm_2_004,180,180,180,90,1,17.5,25,427.384,5.167448658,0.252240775,0.646862915,416.5255561,0.03120849,0.01209088,0.013931234,0.164095499
70mm_2_005,180,180,150,180,1,17.5,25,427.384,39.9348973,0.230587216,0.677177897,577.9180778,0.028529403,0.093440319,0.05110051,0.198919736
70mm_2_006,180,180,150,150,1,17.5,25,427.384,2.316909353,0.232603005,0.674355793,308.9282602,0.028778807,0.005421142,0.013928934,0.106921935
70mm_2_007,180,180,150,120,1,17.5,25,427.384,11.26893778,0.239427232,0.664801875,345.1873568,0.029623134,0.026367243,0.01392847,0.12649124
70mm_2_008,180,180,150,90,1,17.5,25,427.384,2.253500525,0.254256563,0.644040812,430.605374,0.031457893,0.005272777,0.023217092,0.175227753
70mm_2_009,180,180,120,180,1,17.5,25,427.384,30.14249815,0.237411445,0.667623977,562.1219003,0.029373731,0.070527905,0.032506231,0.20344717
70mm_2_010,180,180,120,150,1,17.5,25,427.384,8.212076287,0.239427234,0.664801873,351.5919809,0.029623134,0.019214749,0.01392884,0.127382791
70mm_2_011,180,180,120,120,1,17.5,25,427.384,3.952811791,0.246251461,0.655247954,433.6381394,0.030467462,0.009248853,0.01392795,0.166812727
70mm_2_012,180,180,120,90,1,17.5,25,427.384,1.744172482,0.261080792,0.634486892,537.7657564,0.032302221,0.004081043,0.130033493,0.252075218
70mm_2_013,180,180,90,180,1,17.5,25,427.384,26.40509602,0.252240775,0.646862915,662.1547234,0.03120849,0.061783071,0.051074076,0.270808972
70mm_2_014,180,180,90,150,1,17.5,25,427.384,1.54569407,0.254256564,0.644040811,516.0619111,0.031457893,0.00361664,0.013929104,0.209336457
70mm_2_015,180,180,90,120,1,17.5,25,427.384,8.886259161,0.261080791,0.634486892,629.2992834,0.032302221,0.020792213,0.120596804,0.296975295
70mm_2_016,180,180,90,90,1,17.5,25,427.384,6.106186075,0.275910121,0.61372583,800.7058869,0.03413698,0.014287353,0.023221019,0.3724122
70mm_2_017,180,150,180,150,1,17.5,25,427.384,4.751439056,0.232603005,0.674355793,331.4160107,0.028778807,0.011117494,0.023210222,0.117328776
70mm_2_018,180,150,180,120,1,17.5,25,427.384,2.817409352,0.239427232,0.664801875,340.1584848,0.029623134,0.00659222,0.023212562,0.125465053
70mm_2_019,180,150,180,90,1,17.5,25,427.384,2.043684471,0.254256563,0.644040812,407.358741,0.031457893,0.004781846,0.023204291,0.167202702
70mm_2_020,180,150,150,150,1,17.5,25,427.384,5.008754141,0.234618793,0.67153369,304.0185379,0.02902821,0.011719564,0.074275071,0.108793125
70mm_2_021,180,150,150,120,1,17.5,25,427.384,2.233940869,0.24144302,0.661979772,336.8851662,0.029872538,0.005227011,0.013927904,0.124863662
70mm_2_022,180,150,150,90,1,17.5,25,427.384,1.968921333,0.25627235,0.64121871,414.0458129,0.031707297,0.004606914,0.013928216,0.168343674
70mm_2_023,180,150,120,150,1,17.5,25,427.384,4.708004447,0.241443021,0.66197977,357.2299576,0.029872538,0.011015865,0.051054226,0.135725849
70mm_2_024,180,150,120,120,1,17.5,25,427.384,2.261674244,0.248267249,0.652425852,421.8751413,0.030716865,0.005291902,0.013928015,0.165239471
70mm_2_025,180,150,120,90,1,17.5,25,427.384,1.762213642,0.263096579,0.631664789,522.4033502,0.032551624,0.004123256,0.023222041,0.224264705
70mm_2_026,180,150,90,150,1,17.5,25,427.384,4.514722597,0.256272351,0.641218708,517.1199294,0.031707297,0.010563621,0.041785445,0.214676573
70mm_2_027,180,150,90,120,1,17.5,25,427.384,2.286268484,0.263096579,0.63166479,674.3123711,0.032551624,0.005349448,0.15,0.331710155
70mm_2_028,180,150,90,90,1,17.5,25,427.384,2.983580953,0.277925909,0.610903727,770.6308076,0.034386383,0.006981031,0.15,0.411561936
70mm_2_029,180,120,180,120,1,17.5,25,427.384,1.332720502,0.246251461,0.655247954,324.4926421,0.030467462,0.003118321,0.051065292,0.13053442
70mm_2_030,180,120,180,90,1,17.5,25,427.384,0.882791569,0.261080792,0.634486892,347.7681976,0.032302221,0.00206557,0.051065717,0.153217002
70mm_2_031,180,120,150,120,1,17.5,25,427.384,1.352278876,0.248267249,0.652425852,341.9724257,0.030716865,0.003164084,0.051065833,0.137894717
70mm_2_032,180,120,150,90,1,17.5,25,427.384,0.889189507,0.263096579,0.631664789,372.124938,0.032551624,0.00208054,0.04178118,0.166253376
70mm_2_033,180,120,120,120,1,17.5,25,427.384,1.341334854,0.255091478,0.642871931,582.3274482,0.031561193,0.003138477,0.051066058,0.247606985
70mm_2_034,180,120,120,90,1,17.5,25,427.384,0.87262624,0.269920808,0.622110869,558.3768268,0.033395952,0.002041785,0.051065656,0.264600116
70mm_2_035,180,120,90,120,1,17.5,25,427.384,1.339995433,0.269920808,0.622110869,835.1244115,0.033395952,0.003135343,0.15,0.448497898
70mm_2_036,180,120,90,90,1,17.5,25,427.384,1.31794712,0.284750138,0.601349807,767.4321649,0.035230711,0.003083754,0.15,0.44931818
70mm_2_037,180,90,180,90,1,17.5,25,427.384,8.310317337,0.275910121,0.61372583,670.9903369,0.03413698,0.019444615,0.074275044,0.310178965
70mm_2_038,180,90,150,90,1,17.5,25,427.384,7.761184457,0.277925909,0.610903727,658.0228915,0.034386383,0.018159745,0.074338872,0.308104632
70mm_2_039,180,90,120,90,1,17.5,25,427.384,7.115960268,0.284750138,0.601349807,735.8877534,0.035230711,0.016650039,0.032503411,0.358609301
70mm_2_040,180,90,90,90,1,17.5,25,427.384,10.61719812,0.299579468,0.580588745,900.9336482,0.03706547,0.024842292,0.15,0.491731524
70mm_2_041,150,180,180,180,1,17.5,25,427.384,11.64355695,0.230587217,0.677177896,550.9335147,0.028529403,0.027243783,0.023215914,0.190552449
70mm_2_042,150,180,180,150,1,17.5,25,427.384,1.100479609,0.232603006,0.674355792,296.2699672,0.028778807,0.00257492,0.013929001,0.104162026
70mm_2_043,150,180,180,120,1,17.5,25,427.384,6.952841044,0.239427233,0.664801873,338.9934072,0.029623134,0.01626837,0.013928212,0.123011459
70mm_2_044,150,180,180,90,1,17.5,25,427.384,6.432563422,0.254256564,0.644040811,421.0590317,0.031457893,0.015051016,0.013928858,0.168086861
70mm_2_045,150,180,150,180,1,17.5,25,427.384,39.89268671,0.232603005,0.674355793,538.2316481,0.028778807,0.093341554,0.03250148,0.185893581
70mm_2_046,150,180,150,150,1,17.5,25,427.384,2.492627002,0.234618793,0.671533689,303.9779015,0.02902821,0.005832289,0.013929096,0.108047249
70mm_2_047,150,180,150,120,1,17.5,25,427.384,5.890010119,0.241443021,0.661979771,352.8351059,0.029872538,0.013781541,0.013927937,0.129809798
70mm_2_048,150,180,150,90,1,17.5,25,427.384,20.2845695,0.256272351,0.641218708,435.4416967,0.031707297,0.047462164,0.013929502,0.178025686
70mm_2_049,150,180,120,180,1,17.5,25,427.384,30.03492688,0.239427234,0.664801873,512.2375373,0.029623134,0.070276208,0.041783415,0.186662653
70mm_2_050,150,180,120,150,1,17.5,25,427.384,11.11113393,0.241443022,0.661979769,337.681607,0.029872538,0.025998011,0.013929084,0.123895785
70mm_2_051,150,180,120,120,1,17.5,25,427.384,12.10380251,0.24826725,0.65242585,417.3788225,0.030716865,0.028320673,0.013927508,0.160166011
70mm_2_052,150,180,120,90,1,17.5,25,427.384,4.459896496,0.26309658,0.631664788,551.8074167,0.032551624,0.010435338,0.15,0.260706911
70mm_2_053,150,180,90,180,1,17.5,25,427.384,26.37486886,0.254256564,0.644040811,588.1613315,0.031457893,0.061712345,0.03249806,0.239589646
70mm_2_054,150,180,90,150,1,17.5,25,427.384,2.464119634,0.256272352,0.641218707,482.2672726,0.031707297,0.005765587,0.013930012,0.194982188
70mm_2_055,150,180,90,120,1,17.5,25,427.384,9.556699006,0.26309658,0.631664788,645.2265355,0.032551624,0.022360919,0.120596518,0.305659843
70mm_2_056,150,180,90,90,1,17.5,25,427.384,6.168922199,0.27792591,0.610903726,814.5952818,0.034386383,0.014434144,0.023223778,0.378990526
70mm_2_057,150,150,180,150,1,17.5,25,427.384,3.755468511,0.234618793,0.671533689,300.81284,0.02902821,0.008787106,0.013926843,0.106461893
70mm_2_058,150,150,180,120,1,17.5,25,427.384,1.910629574,0.241443021,0.661979771,330.0490123,0.029872538,0.004470522,0.013927763,0.122271168
70mm_2_059,150,150,180,90,1,17.5,25,427.384,1.724981658,0.256272351,0.641218708,413.4871067,0.031707297,0.00403614,0.013929025,0.168158867
70mm_2_060,150,150,150,150,1,17.5,25,427.384,6.185285554,0.236634581,0.668711586,302.3554688,0.029277614,0.014472431,0.051043224,0.10834722
70mm_2_061,150,150,150,120,1,17.5,25,427.384,2.419717001,0.243458809,0.659157668,333.2354345,0.030121941,0.005661693,0.013927707,0.126436461
70mm_2_062,150,150,150,90,1,17.5,25,427.384,1.685378974,0.258288139,0.638396606,423.6270442,0.0319567,0.003943477,0.013927475,0.176482851
70mm_2_063,150,150,120,150,1,17.5,25,427.384,4.649940484,0.24345881,0.659157666,343.6181033,0.030121941,0.010880006,0.060347026,0.130190197
70mm_2_064,150,150,120,120,1,17.5,25,427.384,1.916244545,0.250283037,0.649603748,410.6459475,0.030966269,0.00448366,0.013927956,0.160702549
70mm_2_065,150,150,120,90,1,17.5,25,427.384,1.702368343,0.265112368,0.628842685,508.382441,0.032801028,0.003983229,0.134475735,0.25175698
70mm_2_066,150,150,90,150,1,17.5,25,427.384,4.478700537,0.25828814,0.638396604,483.7598244,0.0319567,0.010479336,0.060330657,0.210500366
70mm_2_067,150,150,90,120,1,17.5,25,427.384,1.976008214,0.265112367,0.628842686,657.2748857,0.032801028,0.004623496,0.15,0.322994618
70mm_2_068,150,150,90,90,1,17.5,25,427.384,2.921653866,0.279941698,0.608081623,766.8709337,0.034635787,0.006836133,0.15,0.416371904
70mm_2_069,150,120,180,120,1,17.5,25,427.384,1.337178117,0.24826725,0.65242585,334.1747476,0.030716865,0.003128751,0.041781289,0.135168959
70mm_2_070,150,120,180,90,1,17.5,25,427.384,0.85803706,0.26309658,0.631664788,365.9559783,0.032551624,0.002007649,0.032496418,0.161478807
70mm_2_071,150,120,150,120,1,17.5,25,427.384,1.341114751,0.250283037,0.649603748,351.9002033,0.030966269,0.003137962,0.051065193,0.144000684
70mm_2_072,150,120,150,90,1,17.5,25,427.384,0.871753095,0.265112368,0.628842685,377.8123378,0.032801028,0.002039742,0.032496391,0.168815956
70mm_2_073,150,120,120,120,1,17.5,25,427.384,1.327802595,0.257107266,0.640049827,557.7127378,0.031810597,0.003106814,0.051065499,0.243021172
70mm_2_074,150,120,120,90,1,17.5,25,427.384,0.864752118,0.271936597,0.619288765,517.1718198,0.033645355,0.002023361,0.041780962,0.244665492
70mm_2_075,150,120,90,120,1,17.5,25,427.384,1.324955362,0.271936596,0.619288765,805.4612425,0.033645355,0.003100152,0.15,0.437938771
70mm_2_076,150,120,90,90,1,17.5,25,427.384,1.29344605,0.286765927,0.598527703,734.0104374,0.035480114,0.003026426,0.15,0.433095484
70mm_2_077,150,90,180,90,1,17.5,25,427.384,7.627880396,0.27792591,0.610903726,652.4459555,0.034386383,0.017847838,0.074364138,0.307440036
70mm_2_078,150,90,150,90,1,17.5,25,427.384,7.076685815,0.279941698,0.608081623,648.8341635,0.034635787,0.016558144,0.083601938,0.308284639
70mm_2_079,150,90,120,90,1,17.5,25,427.384,5.003508002,0.286765927,0.598527703,690.3384981,0.035480114,0.011707289,0.060348279,0.350225875
70mm_2_080,150,90,90,90,1,17.5,25,427.384,5.825775586,0.301595256,0.577766641,833.3929321,0.037314873,0.013631244,0.15,0.473736821
70mm_2_081,120,180,180,180,1,17.5,25,427.384,7.429569091,0.237411445,0.667623977,549.9713837,0.029373731,0.017383826,0.041811694,0.198568255
70mm_2_082,120,180,180,150,1,17.5,25,427.384,1.364681133,0.239427233,0.664801873,349.34519,0.029623134,0.003193103,0.013926435,0.128582339
70mm_2_083,120,180,180,120,1,17.5,25,427.384,1.307589896,0.246251461,0.655247955,444.7853644,0.030467462,0.00305952,0.013929278,0.167971064
70mm_2_084,120,180,180,90,1,17.5,25,427.384,7.270941673,0.261080791,0.634486892,541.7097669,0.032302221,0.017012667,0.11157277,0.249783318
70mm_2_085,120,180,150,180,1,17.5,25,427.384,39.56875016,0.239427232,0.664801875,537.7350708,0.029623134,0.092583602,0.032513591,0.193507078
70mm_2_086,120,180,150,150,1,17.5,25,427.384,22.20729917,0.241443021,0.661979771,336.74557,0.029872538,0.051960998,0.013929479,0.125291506
70mm_2_087,120,180,150,120,1,17.5,25,427.384,0.922706243,0.248267249,0.652425852,409.4186398,0.030716865,0.002158963,0.013929747,0.159286675
70mm_2_088,120,180,150,90,1,17.5,25,427.384,5.85882519,0.263096579,0.63166479,512.2013366,0.032551624,0.013708574,0.074334587,0.232836011
70mm_2_089,120,180,120,180,1,17.5,25,427.384,29.93289109,0.246251461,0.655247954,474.3853719,0.030467462,0.070037463,0.0417985,0.181919496
70mm_2_090,120,180,120,150,1,17.5,25,427.384,10.99326271,0.24826725,0.65242585,336.1618307,0.030716865,0.025722214,0.013929441,0.128843282
70mm_2_091,120,180,120,120,1,17.5,25,427.384,11.90836237,0.255091477,0.642871932,411.1461688,0.031561193,0.027863379,0.013929425,0.165109501
70mm_2_092,120,180,120,90,1,17.5,25,427.384,1.829218478,0.269920808,0.622110869,492.8403269,0.033395952,0.004280035,0.074352196,0.229221719
70mm_2_093,120,180,90,180,1,17.5,25,427.384,26.20033591,0.261080791,0.634486892,529.0400363,0.032302221,0.06130397,0.023220202,0.220088067
70mm_2_094,120,180,90,150,1,17.5,25,427.384,2.335147965,0.26309658,0.631664788,426.9179381,0.032551624,0.005463817,0.01392964,0.180148782
70mm_2_095,120,180,90,120,1,17.5,25,427.384,9.226232876,0.269920807,0.62211087,525.0418957,0.033395952,0.021587689,0.074339792,0.248619968
70mm_2_096,120,180,90,90,1,17.5,25,427.384,6.11896101,0.284750138,0.601349807,760.6750597,0.035230711,0.014317244,0.023218649,0.368841502
70mm_2_097,120,150,180,150,1,17.5,25,427.384,3.757161806,0.241443021,0.661979771,360.2403244,0.029872538,0.008791068,0.051116286,0.135641002
70mm_2_098,120,150,180,120,1,17.5,25,427.384,1.792102315,0.248267249,0.652425852,418.770769,0.030716865,0.00419319,0.013927822,0.162168989
70mm_2_099,120,150,180,90,1,17.5,25,427.384,1.615895311,0.263096579,0.63166479,509.8980728,0.032551624,0.003780898,0.023211626,0.221426691
70mm_2_100,120,150,150,150,1,17.5,25,427.384,4.951370146,0.243458809,0.659157668,350.6087249,0.030121941,0.011585296,0.060413906,0.134698998
70mm_2_101,120,150,150,120,1,17.5,25,427.384,2.29035513,0.250283036,0.649603749,414.3133687,0.030966269,0.00535901,0.013927628,0.162466149
70mm_2_102,120,150,150,90,1,17.5,25,427.384,1.604565361,0.265112366,0.628842687,508.3130744,0.032801028,0.003754388,0.144104494,0.253147183
70mm_2_103,120,150,120,150,1,17.5,25,427.384,4.668496215,0.250283037,0.649603748,345.0450418,0.030966269,0.010923423,0.041814487,0.137832448
70mm_2_104,120,150,120,120,1,17.5,25,427.384,2.329347936,0.257107265,0.640049829,401.1485257,0.031810596,0.005450246,0.013928124,0.165931999
70mm_2_105,120,150,120,90,1,17.5,25,427.384,1.658464039,0.271936595,0.619288767,555.609601,0.033645355,0.003880501,0.111554091,0.276980498
70mm_2_106,120,150,90,150,1,17.5,25,427.384,4.468286044,0.265112367,0.628842686,432.2475871,0.032801028,0.010454968,0.041811664,0.189239794
70mm_2_107,120,150,90,120,1,17.5,25,427.384,1.909648728,0.271936595,0.619288767,588.6634101,0.033645355,0.004468227,0.144294398,0.304104077
70mm_2_108,120,150,90,90,1,17.5,25,427.384,2.81220467,0.286765925,0.598527705,715.9966938,0.035480114,0.006580042,0.15,0.405371292
70mm_2_109,120,120,180,120,1,17.5,25,427.384,1.311034183,0.255091477,0.642871932,451.8642899,0.031561193,0.003067579,0.041781282,0.191614416
