     Index              y_true              y_pred        descriptor_1        descriptor_2        descriptor_3
       551    0.8728321590E+00    0.7202430392E+00    0.1126333703E-02    0.1825741858E+01    0.1942284474E-38
       552    0.3227341520E+00    0.3274251912E+00    0.7181448967E-03    0.1093188789E+01    0.5120000000E+00
       553    0.4775834440E+00    0.4877029050E+00    0.8631201405E-03    0.1564921593E+01    0.3694152978E-26
       554    0.7290478220E+00    0.8219023819E+00    0.1386828220E-02    0.1408429434E+01    0.1891406325E-26
       555    0.4518642900E+00    0.4749362169E+00    0.8447502772E-03    0.1564921593E+01    0.8756510763E-26
       556    0.6187925450E+00    0.5465629408E+00    0.1100726288E-02    0.1006230590E+01    0.1513125060E-25
       557    0.5573167490E+00    0.5876711403E+00    0.1196908161E-02    0.8709296863E+00    0.9357622969E-13
       558    0.7159290530E+00    0.6567650684E+00    0.1040121165E-02    0.1807015806E+01    0.3947747190E-13
       559    0.4317949780E+00    0.3962586289E+00    0.8320969319E-03    0.1197528319E+01    0.2021246561E-13
       560    0.4757841850E+00    0.4570983046E+00    0.8976811208E-03    0.1277753130E+01    0.2594521707E-26
       561    0.5322377370E+00    0.5199591161E+00    0.9706449608E-03    0.1341640786E+01    0.4741905454E-39
       562    0.5171718200E+00    0.5340218267E+00    0.9297679862E-03    0.1564921593E+01    0.2021246561E-13
       563    0.5621219000E+00    0.3460934667E+00    0.7379573397E-03    0.1277753130E+01    0.8756510763E-26
       564    0.7977423500E+00    0.7610777929E+00    0.1386828220E-02    0.1088662108E+01    0.8756510763E-26
       565    0.8196901480E+00    0.8478786774E+00    0.1260017059E-02    0.2008316044E+01    0.2427855592E-39
       566    0.7789505630E+00    0.7335122538E+00    0.1317367891E-02    0.1197528319E+01    0.8194012624E-39
       567    0.4167916660E+00    0.5681199091E+00    0.8333333333E-03    0.1490711985E+01    0.1953125000E+01
       568    0.4844105640E+00    0.5274607420E+00    0.8687236653E-03    0.1748314552E+01    0.1659971971E-01
       569    0.7142769220E+00    0.7556592584E+00    0.1045595588E-02    0.8709296863E+00    0.4629629630E+01
       570    0.8092706350E+00    0.8202435137E+00    0.1386828220E-02    0.1399708424E+01    0.8756510763E-26
       571    0.7748604570E+00    0.7183912281E+00    0.1317367891E-02    0.1118033989E+01    0.9357622969E-13
       572    0.5207063500E+00    0.4163831678E+00    0.9134118794E-03    0.1006230590E+01    0.8194012624E-39
       573    0.2829271430E+00    0.3636989420E+00    0.5631668514E-03    0.1917028951E+01    0.2962962963E+00
       574    0.4449043900E+00    0.4488879090E+00    0.8333333333E-03    0.1469693846E+01    0.9357622969E-13
       575    0.6745812640E+00    0.5671822463E+00    0.9297679862E-03    0.1739252713E+01    0.2021246561E-13
       576    0.6549211090E+00    0.6601103496E+00    0.1239690648E-02    0.1095445115E+01    0.1891406325E-26
       577    0.6492525770E+00    0.7946030140E+00    0.1386828220E-02    0.1264911064E+01    0.9357622969E-13
       578    0.3765061250E+00    0.3245310491E+00    0.6586839453E-03    0.1415260740E+01    0.1250000000E+00
       579    0.6052378560E+00    0.5942286287E+00    0.9450127939E-03    0.1825741858E+01    0.4791102960E-13
       580    0.4013375290E+00    0.4147389237E+00    0.7841966907E-03    0.1469693846E+01    0.9357622969E-13
       581    0.5783832290E+00    0.6552502039E+00    0.1111111111E-02    0.1539679267E+01    0.3793524363E-38
       582    0.4488286310E+00    0.3943056757E+00    0.6994907406E-03    0.1658312395E+01    0.4334912047E-01
       583    0.5647394220E+00    0.3498381141E+00    0.6850589095E-03    0.1490711985E+01    0.8756510763E-26
       584    0.7908041120E+00    0.7808425695E+00    0.1386828220E-02    0.1192569588E+01    0.8194012624E-39
       585    0.9055758530E+00    0.8126479621E+00    0.1239690648E-02    0.1897366596E+01    0.8194012624E-39
       586    0.7376725570E+00    0.7542202560E+00    0.1317367891E-02    0.1306394529E+01    0.3947747190E-13
       587    0.3477560730E+00    0.4511307373E+00    0.9706449608E-03    0.9797958971E+00    0.1827660736E-12
       588    0.4473986390E+00    0.5132547441E+00    0.9706449608E-03    0.1306394529E+01    0.1827660736E-12
       589    0.3691704340E+00    0.3866740305E+00    0.7438143890E-03    0.1469693846E+01    0.1169702871E-13
       590    0.4404359280E+00    0.5443167477E+00    0.9706449608E-03    0.1469693846E+01    0.4332232856E-12
       591    0.5289733400E+00    0.6050259161E+00    0.9706449608E-03    0.1788854382E+01    0.3793524363E-38
       592    0.3884827340E+00    0.4418383304E+00    0.8976811208E-03    0.1197528319E+01    0.8756510763E-26
       593    0.5068093510E+00    0.4654976291E+00    0.8275509208E-03    0.1554920505E+01    0.7486428766E-01
       594    0.4164199750E+00    0.5256767527E+00    0.8320969319E-03    0.1877905911E+01    0.2021246561E-13
       595    0.3996587750E+00    0.4677236644E+00    0.8320969319E-03    0.1506237033E+01    0.2160000000E+00
       596    0.7402253240E+00    0.5759924494E+00    0.1032122451E-02    0.1411602120E+01    0.7526915387E-10
       597    0.3839040790E+00    0.4718387396E+00    0.9706449608E-03    0.1088662108E+01    0.4053940168E-25
       598    0.6110971010E+00    0.6330801632E+00    0.1150826854E-02    0.1278019301E+01    0.3947747190E-13
       599    0.4958531130E+00    0.4829782979E+00    0.8551273438E-03    0.1569286265E+01    0.3904117747E-08
       600    0.4167953750E+00    0.5547216904E+00    0.8772721663E-03    0.1259737582E+01    0.1953125000E+01
       601    0.3014946840E+00    0.4080952548E+00    0.7438143890E-03    0.1582309611E+01    0.1169702871E-13
       602    0.5273376310E+00    0.5949592987E+00    0.9928894459E-03    0.1654658496E+01    0.6712900099E-26
       603    0.5635119080E+00    0.5500457085E+00    0.9747163513E-03    0.1484936711E+01    0.3216610350E-07
       604    0.3493861390E+00    0.3444766144E+00    0.7181448967E-03    0.1341640786E+01    0.4791102960E-13
       605    0.5199355790E+00    0.4923870417E+00    0.7841966907E-03    0.1877905911E+01    0.2594521707E-26
       606    0.2552171290E+00    0.2851513340E+00    0.7279837206E-03    0.9938079900E+00    0.5067425210E-26
       607    0.4927216700E+00    0.5731094342E+00    0.1045595588E-02    0.1347219359E+01    0.3793524363E-38
       608    0.4586986050E+00    0.6255986716E+00    0.1040121165E-02    0.1643167673E+01    0.3947747190E-13
       609    0.2807984670E+00    0.3693139229E+00    0.6904961124E-03    0.1506237033E+01    0.2160000000E+00
       610    0.4743853720E+00    0.5452178734E+00    0.7379573397E-03    0.1277753130E+01    0.3375000000E+01
       611    0.6152455960E+00    0.7392157732E+00    0.1386828220E-02    0.9737289911E+00    0.9357622969E-13
       612    0.6005408010E+00    0.4911200393E+00    0.6904961124E-03    0.2213594362E+01    0.1169702871E-13
       613    0.6240459520E+00    0.4935793568E+00    0.9001164626E-03    0.1460643369E+01    0.7548229740E-06
       614    0.5391044760E+00    0.5720483051E+00    0.1045595588E-02    0.1341640786E+01    0.8756510763E-26
       615    0.4903905080E+00    0.4869815053E+00    0.1045595588E-02    0.8944271910E+00    0.2427855592E-39
       616    0.5518305870E+00    0.4895051344E+00    0.9880259179E-03    0.1118033989E+01    0.1094563845E-26
       617    0.5399518290E+00    0.4911627000E+00    0.9450127939E-03    0.9737289911E+00    0.1000000000E+01
       618    0.7483590620E+00    0.6847051217E+00    0.1239690648E-02    0.1224744871E+01    0.1024251578E-39
       619    0.3271198940E+00    0.3583672109E+00    0.8333333333E-03    0.9938079900E+00    0.5067425210E-26
       620    0.3956761130E+00    0.4662211676E+00    0.8593236162E-03    0.1463986275E+01    0.6037264445E-02
       621    0.4912332550E+00    0.4668444211E+00    0.7968592777E-03    0.1697358430E+01    0.1639159664E-13
       622    0.4734887670E+00    0.5390675915E+00    0.9297679862E-03    0.1460593487E+01    0.4218750000E+00
       623    0.3793645860E+00    0.4648169558E+00    0.6904961124E-03    0.2008316044E+01    0.2160000000E+00
       624    0.5884242750E+00    0.6559408216E+00    0.1196908161E-02    0.1229837388E+01    0.2075617366E-25
       625    0.8199231970E+00    0.7730770280E+00    0.1317367891E-02    0.1405528443E+01    0.8756510763E-26
       626    0.8865248360E+00    0.7345625025E+00    0.1196908161E-02    0.1643167673E+01    0.4483333511E-26
       627    0.5318406410E+00    0.5855027279E+00    0.9450127939E-03    0.1469693846E+01    0.1000000000E+01
       628    0.4592385180E+00    0.5715854275E+00    0.8431687619E-03    0.2078804602E+01    0.6348165161E-09
       629    0.7797259900E+00    0.8144605870E+00    0.1386828220E-02    0.1369306394E+01    0.8194012624E-39
       630    0.4581788080E+00    0.4883359103E+00    0.7560102351E-03    0.1959591794E+01    0.2772629028E-13
       631    0.3080214850E+00    0.3185568895E+00    0.6904961124E-03    0.1306394529E+01    0.1169702871E-13
       632    0.4469818010E+00    0.4678725398E+00    0.9297679862E-03    0.1217161239E+01    0.3694152978E-26
       633    0.4654878410E+00    0.5153435105E+00    0.8811266359E-03    0.1644444444E+01    0.6868790648E-16
       634    0.3936822560E+00    0.4336225999E+00    0.7260501592E-03    0.1781416415E+01    0.1310983036E-19
       635    0.5152444150E+00    0.5731094342E+00    0.1045595588E-02    0.1347219359E+01    0.1942284474E-38
       636    0.3671171230E+00    0.4245302773E+00    0.8333333333E-03    0.1341640786E+01    0.1710256008E-25
       637    0.3667220060E+00    0.3970921086E+00    0.6273573526E-03    0.1639783183E+01    0.1000000000E+01
       638    0.3853336970E+00    0.4835019162E+00    0.9706449608E-03    0.1149977817E+01    0.1827660736E-12
       639    0.3168331150E+00    0.3667033967E+00    0.7841966907E-03    0.1217161239E+01    0.8756510763E-26
       640    0.4734456830E+00    0.4577113783E+00    0.7560102351E-03    0.1639783183E+01    0.5120000000E+00
       641    0.5041675550E+00    0.3360734475E+00    0.6273573526E-03    0.1093188789E+01    0.1728000000E+01
       642    0.5098980730E+00    0.5292203539E+00    0.9297679862E-03    0.1539679267E+01    0.3694152978E-26
       643    0.4330266100E+00    0.4309582529E+00    0.7181448967E-03    0.1796292478E+01    0.4791102960E-13
       644    0.3272126030E+00    0.3961746775E+00    0.8333333333E-03    0.1192569588E+01    0.1710256008E-25
       645    0.4685676020E+00    0.4953583157E+00    0.8644910792E-03    0.1600158722E+01    0.1921790520E-16
       646    0.3916118110E+00    0.4025509705E+00    0.7841966907E-03    0.1095445115E+01    0.1000000000E+01
       647    0.7435892160E+00    0.6705031494E+00    0.1196908161E-02    0.1306394529E+01    0.4483333511E-26
       648    0.8004489240E+00    0.7576613980E+00    0.9297679862E-03    0.2740640639E+01    0.1094563845E-26
       649    0.4643810070E+00    0.5160981288E+00    0.8976811208E-03    0.1277753130E+01    0.1000000000E+01
       650    0.5641121400E+00    0.5595002532E+00    0.9450127939E-03    0.1643167673E+01    0.9357622969E-13
       651    0.8510934410E+00    0.1035208258E+01    0.1386828220E-02    0.2529822128E+01    0.1024251578E-39
       652    0.3011407320E+00    0.2969056616E+00    0.6904961124E-03    0.1192569588E+01    0.2021246561E-13
       653    0.5841380180E+00    0.6241218908E+00    0.9880259179E-03    0.1825741858E+01    0.3694152978E-26
       654    0.7845780630E+00    0.7973818280E+00    0.1317367891E-02    0.1533303756E+01    0.8194012624E-39
       655    0.4972954480E+00    0.4317715608E+00    0.7438143890E-03    0.1639783183E+01    0.2160000000E+00
       656    0.6514639370E+00    0.5965992905E+00    0.1040121165E-02    0.1490711985E+01    0.1094563845E-26
       657    0.5239394090E+00    0.5260603723E+00    0.9173184234E-03    0.1568552971E+01    0.8187961932E-12
       658    0.6102831540E+00    0.5549853384E+00    0.1045595588E-02    0.1251937274E+01    0.2218103222E-12
       659    0.5000657410E+00    0.4869815053E+00    0.1045595588E-02    0.8944271910E+00    0.3158197752E-12
       660    0.7116528560E+00    0.6788631408E+00    0.1260017059E-02    0.1119766740E+01    0.4483333511E-26
       661    0.5426185840E+00    0.6160919629E+00    0.1169696222E-02    0.1119766740E+01    0.8756510763E-26
       662    0.6520123760E+00    0.5709112109E+00    0.9880259179E-03    0.1546002412E+01    0.3694152978E-26
       663    0.6595290850E+00    0.6991827389E+00    0.1126333703E-02    0.9797958971E+00    0.2370370370E+01
       664    0.5221809100E+00    0.5302983134E+00    0.8631201405E-03    0.1788854382E+01    0.3694152978E-26
       665    0.7195919850E+00    0.6758578282E+00    0.1317367891E-02    0.8944271910E+00    0.3947747190E-13
       666    0.4267127800E+00    0.4214822533E+00    0.8447502772E-03    0.9737289911E+00    0.1000000000E+01
       667    0.3187231520E+00    0.3989247263E+00    0.6273573526E-03    0.1959591794E+01    0.2772629028E-13
       668    0.5951383740E+00    0.3978506439E+00    0.8255447157E-03    0.1229837388E+01    0.3158197752E-12
       669    0.5908459740E+00    0.5593313038E+00    0.1126333703E-02    0.9797958971E+00    0.4483333511E-26
       670    0.5666903950E+00    0.5735061082E+00    0.1040121165E-02    0.1369306394E+01    0.3694152978E-26
       671    0.5656602160E+00    0.5085356332E+00    0.8611660806E-03    0.1681582969E+01    0.7495161453E-17
       672    0.5066365880E+00    0.5074076897E+00    0.9450127939E-03    0.1369306394E+01    0.8756510763E-26
       673    0.5513043780E+00    0.5811230853E+00    0.1111111111E-02    0.1149977817E+01    0.4741905454E-39
       674    0.5120300360E+00    0.4909978982E+00    0.8519825692E-03    0.1622936860E+01    0.5397998392E-08
       675    0.5417097670E+00    0.5280076352E+00    0.9297679862E-03    0.1533303756E+01    0.3694152978E-26
       676    0.8110085950E+00    0.7985945467E+00    0.1317367891E-02    0.1539679267E+01    0.8194012624E-39
       677    0.3025437520E+00    0.3435511463E+00    0.7841966907E-03    0.1095445115E+01    0.9357622969E-13
       678    0.3230256960E+00    0.2504197172E+00    0.5984540806E-03    0.1192569588E+01    0.2962962963E+00
       679    0.4094186400E+00    0.4446172254E+00    0.8447502772E-03    0.1405528443E+01    0.9357622969E-13
       680    0.3695628360E+00    0.4335259544E+00    0.8447502772E-03    0.1347219359E+01    0.8756510763E-26
       681    0.3612155430E+00    0.3424366685E+00    0.7560102351E-03    0.1192569588E+01    0.4791102960E-13
       682    0.5313383660E+00    0.5408313163E+00    0.1040121165E-02    0.1197528319E+01    0.3694152978E-26
       683    0.5037951450E+00    0.4654009711E+00    0.9839431196E-03    0.1006230590E+01    0.3158197752E-12
       684    0.7299755430E+00    0.6125879328E+00    0.1101848188E-02    0.1349238468E+01    0.1615790169E-30
       685    0.8087415270E+00    0.8474062664E+00    0.1317367891E-02    0.1796292478E+01    0.8194012624E-39
       686    0.7283109650E+00    0.7140944822E+00    0.1317367891E-02    0.1095445115E+01    0.1891406325E-26
       687    0.7159491480E+00    0.6311407281E+00    0.8631201405E-03    0.2319003617E+01    0.2021246561E-13
       688    0.5061791300E+00    0.4793278886E+00    0.8096654300E-03    0.1716197347E+01    0.6708921988E-10
       689    0.4120833650E+00    0.4622001961E+00    0.8333333333E-03    0.1539679267E+01    0.1710256008E-25
       690    0.5886634100E+00    0.5859558783E+00    0.1126333703E-02    0.1119766740E+01    0.9357622969E-13
       691    0.3369227350E+00    0.4063690603E+00    0.7438143890E-03    0.1506237033E+01    0.2160000000E+00
       692    0.3888768520E+00    0.2821718189E+00    0.6586839453E-03    0.1192569588E+01    0.1250000000E+00
       693    0.4485518160E+00    0.4761716008E+00    0.8855844949E-03    0.1422222222E+01    0.9831450525E-19
       694    0.4507542110E+00    0.4301041595E+00    0.7181448967E-03    0.1632993162E+01    0.5120000000E+00
       695    0.3587090030E+00    0.2742231809E+00    0.6850589095E-03    0.1093188789E+01    0.3158197752E-12
       696    0.6067775740E+00    0.5476023651E+00    0.1040121165E-02    0.1102270384E+01    0.4218750000E+00
       697    0.4545154380E+00    0.6157623674E+00    0.1169696222E-02    0.1118033989E+01    0.4332232856E-12
       698    0.6961243400E+00    0.6578861458E+00    0.1150826854E-02    0.1408429434E+01    0.1891406325E-26
       699    0.3910750380E+00    0.4338001889E+00    0.8772721663E-03    0.1229837388E+01    0.1827660736E-12
       700    0.2866108170E+00    0.3237413945E+00    0.6273573526E-03    0.1405528443E+01    0.5120000000E+00
       701    0.5330541790E+00    0.5441999741E+00    0.1100726288E-02    0.9938079900E+00    0.7486098375E-12
       702    0.4343625560E+00    0.4561590163E+00    0.9706449608E-03    0.1006230590E+01    0.4741905454E-39
       703    0.9850063480E+00    0.8384912675E+00    0.1045595588E-02    0.1306394529E+01    0.4629629630E+01
       704    0.3943363590E+00    0.4187368921E+00    0.7841966907E-03    0.1490711985E+01    0.9357622969E-13
       705    0.6845102450E+00    0.7064148505E+00    0.1239690648E-02    0.1338877363E+01    0.1024251578E-39
       706    0.6170599680E+00    0.6174041143E+00    0.1239690648E-02    0.8709296863E+00    0.3947747190E-13
       707    0.7289595510E+00    0.7342634599E+00    0.1220320679E-02    0.1556054342E+01    0.1190136871E-18
       708    0.2791008500E+00    0.2666597020E+00    0.5754134270E-03    0.1415260740E+01    0.1250000000E+00
       709    0.3367455700E+00    0.4025336921E+00    0.7841966907E-03    0.1405528443E+01    0.1827660736E-12
       710    0.7735782550E+00    0.7080016245E+00    0.1239690648E-02    0.1347219359E+01    0.8194012624E-39
       711    0.6925552060E+00    0.5800718130E+00    0.9297679862E-03    0.1807015806E+01    0.3947747190E-13
       712    0.3611107330E+00    0.3819968775E+00    0.8333333333E-03    0.1118033989E+01    0.5067425210E-26
       713    0.7402177620E+00    0.7623680236E+00    0.1386828220E-02    0.1095445115E+01    0.1891406325E-26
       714    0.4281835120E+00    0.5585848825E+00    0.7438143890E-03    0.2373464416E+01    0.1169702871E-13
       715    0.5169061240E+00    0.5204766794E+00    0.8712983758E-03    0.1707339611E+01    0.2727393976E-24
       716    0.9777820100E+00    0.8892392973E+00    0.1169696222E-02    0.1119766740E+01    0.4629629630E+01
       717    0.5059366560E+00    0.4197309895E+00    0.6934141099E-03    0.1788854382E+01    0.1250000000E+00
       718    0.5978698430E+00    0.6601103496E+00    0.1239690648E-02    0.1095445115E+01    0.3947747190E-13
       719    0.5410291910E+00    0.4827504899E+00    0.8659807110E-03    0.1528434202E+01    0.1552450679E-18
       720    0.7397747470E+00    0.6373587759E+00    0.9297679862E-03    0.2108185107E+01    0.3947747190E-13
       721    0.3772360890E+00    0.4403154250E+00    0.5984540806E-03    0.2190890230E+01    0.2962962963E+00
       722    0.7727000390E+00    0.6594683819E+00    0.1126333703E-02    0.1506237033E+01    0.2427855592E-39
       723    0.4607276050E+00    0.5430928828E+00    0.1126333703E-02    0.8944271910E+00    0.9357622969E-13
       724    0.4334944020E+00    0.4641380610E+00    0.9297679862E-03    0.1197528319E+01    0.1094563845E-26
       725    0.6124075340E+00    0.6214898413E+00    0.1040121165E-02    0.1490711985E+01    0.4218750000E+00
       726    0.5868700280E+00    0.6340442838E+00    0.9880259179E-03    0.1877905911E+01    0.1094563845E-26
       727    0.4397290130E+00    0.3956437098E+00    0.7841966907E-03    0.1369306394E+01    0.4791102960E-13
       728    0.2755822060E+00    0.3826162427E+00    0.6904961124E-03    0.1643167673E+01    0.2021246561E-13
       729    0.4842245620E+00    0.6515913953E+00    0.1169696222E-02    0.1306394529E+01    0.1827660736E-12
       730    0.6043294870E+00    0.6399314641E+00    0.1089459499E-02    0.1538252977E+01    0.1976744535E-13
       731    0.5675875690E+00    0.5715226602E+00    0.1045595588E-02    0.1338877363E+01    0.2427855592E-39
       732    0.7243299940E+00    0.6442868757E+00    0.1045595588E-02    0.1721413752E+01    0.2427855592E-39
       733    0.3624869240E+00    0.3874932529E+00    0.5615894757E-03    0.1806065155E+01    0.1075918117E+01
       734    0.8145952820E+00    0.6704832956E+00    0.1239690648E-02    0.1149977817E+01    0.1891406325E-26
       735    0.8550846930E+00    0.8176358278E+00    0.1317367891E-02    0.1639783183E+01    0.8756510763E-26
       736    0.3544514680E+00    0.4561590163E+00    0.9706449608E-03    0.1006230590E+01    0.1827660736E-12
       737    0.4470593240E+00    0.4267173047E+00    0.8976811208E-03    0.1118033989E+01    0.2594521707E-26
       738    0.5419063290E+00    0.6281596826E+00    0.1126333703E-02    0.1341640786E+01    0.1942284474E-38
       739    0.3215511170E+00    0.3741588795E+00    0.7181448967E-03    0.1338877363E+01    0.5120000000E+00
       740    0.6925329550E+00    0.6288413691E+00    0.1046143511E-02    0.1638211639E+01    0.4328951116E-22
       741    0.4858589280E+00    0.4852083884E+00    0.9880259179E-03    0.1095445115E+01    0.3947747190E-13
       742    0.3408844970E+00    0.3455377435E+00    0.7181448967E-03    0.1347219359E+01    0.4791102960E-13
       743    0.6590869790E+00    0.5053815969E+00    0.9097749507E-03    0.1487401639E+01    0.7026938785E-09
       744    0.8395387850E+00    0.8213505694E+00    0.1386828220E-02    0.1405528443E+01    0.8756510763E-26
       745    0.8649717260E+00    0.7680111177E+00    0.1126333703E-02    0.1341640786E+01    0.2370370370E+01
       746    0.5545114050E+00    0.5942286287E+00    0.9450127939E-03    0.1825741858E+01    0.8756510763E-26
       747    0.2203900240E+00    0.2168131017E+00    0.4853224804E-03    0.1341640786E+01    0.5787037037E+00
       748    0.4713536090E+00    0.5046261600E+00    0.9880259179E-03    0.1197528319E+01    0.3694152978E-26
       749    0.4597862570E+00    0.5751995371E+00    0.1150826854E-02    0.9737289911E+00    0.9357622969E-13
       750    0.5855649860E+00    0.5813818335E+00    0.1150826854E-02    0.1006230590E+01    0.3947747190E-13
       751    0.7087583440E+00    0.6795281213E+00    0.1239690648E-02    0.1197528319E+01    0.8194012624E-39
       752    0.5029522700E+00    0.6108759132E+00    0.1111111111E-02    0.1306394529E+01    0.1827660736E-12
       753    0.6592086990E+00    0.7210669451E+00    0.1260017059E-02    0.1341640786E+01    0.4483333511E-26
       754    0.5628631620E+00    0.6407503215E+00    0.1196908161E-02    0.1149977817E+01    0.9357622969E-13
       755    0.7258535220E+00    0.7040268127E+00    0.1040121165E-02    0.2055480479E+01    0.1094563845E-26
       756    0.3571799990E+00    0.3934188739E+00    0.7560102351E-03    0.1460593487E+01    0.4791102960E-13
       757    0.4383288520E+00    0.5082482053E+00    0.1045595588E-02    0.1006230590E+01    0.9357622969E-13
       758    0.4752090380E+00    0.4730749556E+00    0.8324277605E-03    0.1600158722E+01    0.1023112607E-06
       759    0.5930609880E+00    0.5874581692E+00    0.9880259179E-03    0.1632993162E+01    0.3947747190E-13
       760    0.3573707780E+00    0.3564551018E+00    0.6585387675E-03    0.1622390234E+01    0.1286759066E-04
       761    0.2024909600E+00    0.3040076900E+00    0.6273573526E-03    0.1460593487E+01    0.4791102960E-13
       762    0.7519125930E+00    0.6856737956E+00    0.1239690648E-02    0.1229837388E+01    0.8756510763E-26
       763    0.3593827780E+00    0.4780735210E+00    0.6850589095E-03    0.1118033989E+01    0.3375000000E+01
       764    0.7320011320E+00    0.6897819659E+00    0.8320969319E-03    0.2740640639E+01    0.2021246561E-13
       765    0.6464084920E+00    0.6765291001E+00    0.1023109492E-02    0.1973074110E+01    0.1058381395E-24
       766    0.3805371310E+00    0.3667033967E+00    0.7841966907E-03    0.1217161239E+01    0.4791102960E-13
       767    0.5260775950E+00    0.5053739919E+00    0.9261456846E-03    0.1427548506E+01    0.5840091964E-06
       768    0.5410958270E+00    0.5895006963E+00    0.9450127939E-03    0.1490711985E+01    0.1000000000E+01
       769    0.6727924870E+00    0.6307908124E+00    0.8976811208E-03    0.2190890230E+01    0.2594521707E-26
       770    0.4967545440E+00    0.4984776643E+00    0.8631201405E-03    0.1490711985E+01    0.4218750000E+00
       771    0.4420381920E+00    0.4253873687E+00    0.9297679862E-03    0.9938079900E+00    0.1094563845E-26
       772    0.4418992860E+00    0.4747328979E+00    0.9450127939E-03    0.1197528319E+01    0.8756510763E-26
       773    0.4941321250E+00    0.4899928721E+00    0.9450127939E-03    0.1277753130E+01    0.4791102960E-13
       774    0.8948227000E+00    0.6305867780E+00    0.1150826854E-02    0.1264911064E+01    0.8756510763E-26
       775    0.2123727650E+00    0.2288608714E+00    0.5823869765E-03    0.1229837388E+01    0.5415291070E-13
       776    0.5086980670E+00    0.5866110252E+00    0.9749032728E-03    0.1676485136E+01    0.4734108415E-25
       777    0.4411528490E+00    0.4359822056E+00    0.9450127939E-03    0.9938079900E+00    0.2594521707E-26
       778    0.4243108740E+00    0.4455728092E+00    0.8976811208E-03    0.1217161239E+01    0.8756510763E-26
       779    0.6458176260E+00    0.7242780717E+00    0.9706449608E-03    0.9797958971E+00    0.4629629630E+01
       780    0.2650630110E+00    0.3190510032E+00    0.6273573526E-03    0.1539679267E+01    0.4791102960E-13
       781    0.3788017880E+00    0.4004745334E+00    0.7560102351E-03    0.1338877363E+01    0.5120000000E+00
       782    0.4158059670E+00    0.5097721763E+00    0.5984540806E-03    0.2556038602E+01    0.2962962963E+00
       783    0.5275247120E+00    0.6951346902E+00    0.1126333703E-02    0.9585144756E+00    0.2370370370E+01
       784    0.5323272810E+00    0.4455728092E+00    0.8976811208E-03    0.1217161239E+01    0.4791102960E-13
       785    0.8857202830E+00    0.7463294726E+00    0.1317367891E-02    0.1264911064E+01    0.8194012624E-39
       786    0.2237215490E+00    0.2539687103E+00    0.6273573526E-03    0.1197528319E+01    0.9357622969E-13
       787    0.4451981170E+00    0.3916240963E+00    0.6300085293E-03    0.1819620952E+01    0.2962962963E+00
       788    0.3335039140E+00    0.3057171877E+00    0.7018177331E-03    0.1197528319E+01    0.9357622969E-13
       789    0.5269602180E+00    0.6134074216E+00    0.1196908161E-02    0.1006230590E+01    0.9357622969E-13
       790    0.4134298970E+00    0.4629420969E+00    0.8621308899E-03    0.1438363267E+01    0.2020363405E-06
       791    0.4717367350E+00    0.4590657939E+00    0.8324255923E-03    0.1520278195E+01    0.2011594752E-01
       792    0.2075450870E+00    0.2868920217E+00    0.5823869765E-03    0.1224744871E+01    0.1000000000E+01
       793    0.6460384090E+00    0.6392963764E+00    0.1115721583E-02    0.1389132064E+01    0.1606503912E+00
       794    0.1096051007E+01    0.8907276195E+00    0.1111111111E-02    0.1341640786E+01    0.4629629630E+01
       795    0.4294751390E+00    0.4993780192E+00    0.9297679862E-03    0.1251937274E+01    0.4218750000E+00
       796    0.8687958580E+00    0.8977195472E+00    0.1386828220E-02    0.1807015806E+01    0.1891406325E-26
       797    0.6131140910E+00    0.8140882345E+00    0.1260017059E-02    0.1095445115E+01    0.2370370370E+01
       798    0.7234676940E+00    0.6314730983E+00    0.6904961124E-03    0.2951459149E+01    0.1169702871E-13
       799    0.6671830510E+00    0.6407503215E+00    0.1196908161E-02    0.1149977817E+01    0.2427855592E-39
       800    0.6040900850E+00    0.6497264756E+00    0.9994072527E-03    0.1918766965E+01    0.1450131593E-15
       801    0.4807036260E+00    0.5069206233E+00    0.8976811208E-03    0.1539679267E+01    0.2594521707E-26
       802    0.7944560750E+00    0.7386892543E+00    0.1317367891E-02    0.1224744871E+01    0.8756510763E-26
       803    0.8114084010E+00    0.7666647696E+00    0.1386828220E-02    0.1118033989E+01    0.9357622969E-13
       804    0.8752818030E+00    0.6573206940E+00    0.1150826854E-02    0.1405456738E+01    0.1891406325E-26
       805    0.1024376895E+01    0.8711920221E+00    0.1150826854E-02    0.2529822128E+01    0.1024251578E-39
       806    0.5946005200E+00    0.5976699005E+00    0.1008758796E-02    0.1610927596E+01    0.2874096546E-15
       807    0.4082432300E+00    0.4187368921E+00    0.7841966907E-03    0.1490711985E+01    0.5067425210E-26
       808    0.6362308250E+00    0.6243980692E+00    0.1150826854E-02    0.1232375754E+01    0.1891406325E-26
       809    0.3497499020E+00    0.4280512109E+00    0.7841966907E-03    0.1539679267E+01    0.8756510763E-26
       810    0.3673721390E+00    0.3633775280E+00    0.7438143890E-03    0.1347219359E+01    0.2021246561E-13
       811    0.3383523650E+00    0.5887890435E+00    0.5898506788E-03    0.3025502322E+01    0.2233630131E+00
       812    0.7648040420E+00    0.6459967211E+00    0.1116951285E-02    0.1469693846E+01    0.7748741557E-11
       813    0.5526486660E+00    0.8488166101E+00    0.1260017059E-02    0.1278019301E+01    0.2370370370E+01
