     Index              y_true              y_pred        descriptor_1        descriptor_2
       554    0.7290478220E+00    0.7862583904E+00    0.3333333333E-02    0.1573268374E-02
       555    0.4518642900E+00    0.5003838503E+00    0.2222222222E-02    0.1294419918E-02
       556    0.6187925450E+00    0.4766168035E+00    0.2500000000E-02    0.9075171300E-03
       557    0.5573167490E+00    0.5732560176E+00    0.2976190476E-02    0.9029473846E-03
       558    0.7159290530E+00    0.6762220149E+00    0.2222222222E-02    0.2137489708E-02
       559    0.4317949780E+00    0.4173411481E+00    0.2164502165E-02    0.9529820545E-03
       560    0.4757841850E+00    0.4844993577E+00    0.2500000000E-02    0.9453106509E-03
       561    0.5322377370E+00    0.5320786400E+00    0.2777777778E-02    0.9004834001E-03
       562    0.5171718200E+00    0.5583361067E+00    0.2469135802E-02    0.1329654460E-02
       563    0.5621219000E+00    0.3648488411E+00    0.2000000000E-02    0.8629466122E-03
       564    0.7977423500E+00    0.7086453371E+00    0.3472222222E-02    0.1064671624E-02
       565    0.8196901480E+00    0.7918481944E+00    0.2962962963E-02    0.1964002230E-02
       566    0.7789505630E+00    0.7396138515E+00    0.3703703704E-02    0.9856943896E-03
       567    0.4167916660E+00    0.4879866200E+00    0.2272727273E-02    0.1185353189E-02
       568    0.4844105640E+00    0.5589985375E+00    0.1894751895E-02    0.1897231297E-02
       569    0.7142769220E+00    0.5319385553E+00    0.2777777778E-02    0.8998117533E-03
       570    0.8092706350E+00    0.7720903149E+00    0.3472222222E-02    0.1368863517E-02
       571    0.7748604570E+00    0.7161935029E+00    0.3571428571E-02    0.1003379812E-02
       572    0.5207063500E+00    0.4218711427E+00    0.2469135802E-02    0.6753625500E-03
       573    0.2829271430E+00    0.3192718151E+00    0.1388888889E-02    0.1244913631E-02
       574    0.4449043900E+00    0.4726998593E+00    0.2057613169E-02    0.1323434911E-02
       575    0.6745812640E+00    0.5984967816E+00    0.2222222222E-02    0.1764830017E-02
       576    0.6549211090E+00    0.6738204059E+00    0.3333333333E-02    0.1034175691E-02
       577    0.6492525770E+00    0.7864506986E+00    0.2857142857E-02    0.2042104403E-02
       578    0.3765061250E+00    0.3180829293E+00    0.1736111111E-02    0.8980261393E-03
       579    0.6052378560E+00    0.5915449423E+00    0.2116402116E-02    0.1835479769E-02
       580    0.4013375290E+00    0.4486498480E+00    0.2057613169E-02    0.1208125257E-02
       581    0.5783832290E+00    0.5814806626E+00    0.2645502646E-02    0.1267321358E-02
       582    0.4488286310E+00    0.4159562013E+00    0.2068933089E-02    0.1040249846E-02
       583    0.5647394220E+00    0.3726778488E+00    0.2000000000E-02    0.9004834001E-03
       584    0.7908041120E+00    0.7349544912E+00    0.3703703704E-02    0.9633547237E-03
       585    0.9055758530E+00    0.9539909483E+00    0.3703703704E-02    0.2013542095E-02
       586    0.7376725570E+00    0.7545554038E+00    0.3401360544E-02    0.1354421077E-02
       587    0.3477560730E+00    0.4901459868E+00    0.2645502646E-02    0.8294101338E-03
       588    0.4473986390E+00    0.5478090483E+00    0.2645502646E-02    0.1105880178E-02
       589    0.3691704340E+00    0.4109323768E+00    0.2164502165E-02    0.9222547008E-03
       590    0.4404359280E+00    0.5689462517E+00    0.2645502646E-02    0.1207224148E-02
       591    0.5289733400E+00    0.5720942956E+00    0.2777777778E-02    0.1092341581E-02
       592    0.3884827340E+00    0.4512656163E+00    0.2380952381E-02    0.9029473846E-03
       593    0.5068093510E+00    0.5025303002E+00    0.2064359441E-02    0.1459830268E-02
       594    0.4164199750E+00    0.5171401717E+00    0.2020202020E-02    0.1573268374E-02
       595    0.3996587750E+00    0.4524645644E+00    0.1904761905E-02    0.1376609827E-02
       596    0.7402253240E+00    0.5911270308E+00    0.2235155196E-02    0.1716786981E-02
       597    0.3839040790E+00    0.4765448795E+00    0.2604166667E-02    0.8048160989E-03
       598    0.6110971010E+00    0.7073120041E+00    0.3174603175E-02    0.1350725100E-02
       599    0.4958531130E+00    0.5083666071E+00    0.1921622984E-02    0.1628068506E-02
       600    0.4167953750E+00    0.4634787093E+00    0.2083333333E-02    0.1253950257E-02
       601    0.3014946840E+00    0.4198055401E+00    0.2020202020E-02    0.1106589894E-02
       602    0.5273376310E+00    0.5503710089E+00    0.2432622751E-02    0.1327343609E-02
       603    0.5635119080E+00    0.5718434593E+00    0.2192181220E-02    0.1666557456E-02
       604    0.3493861390E+00    0.3642443842E+00    0.2020202020E-02    0.8401975998E-03
       605    0.5199355790E+00    0.4958232639E+00    0.2222222222E-02    0.1272553831E-02
       606    0.2552171290E+00    0.3556166453E+00    0.2222222222E-02    0.6003222667E-03
       607    0.4927216700E+00    0.5282886741E+00    0.2645502646E-02    0.1012288222E-02
       608    0.4586986050E+00    0.6536910879E+00    0.2469135802E-02    0.1786841352E-02
       609    0.2807984670E+00    0.3823873619E+00    0.1904761905E-02    0.1040619216E-02
       610    0.4743853720E+00    0.3953897433E+00    0.2083333333E-02    0.9274924005E-03
       611    0.6152455960E+00    0.6835866315E+00    0.3174603175E-02    0.1236971951E-02
       612    0.6005408010E+00    0.5304986794E+00    0.1818181818E-02    0.1835825747E-02
       613    0.6240459520E+00    0.5417105339E+00    0.2228717574E-02    0.1486181466E-02
       614    0.5391044760E+00    0.5575600385E+00    0.2777777778E-02    0.1022655952E-02
       615    0.4903905080E+00    0.5508012876E+00    0.3174603175E-02    0.6003222667E-03
       616    0.5518305870E+00    0.5330482945E+00    0.2857142857E-02    0.8271468195E-03
       617    0.5399518290E+00    0.4503967052E+00    0.2083333333E-02    0.1191227568E-02
       618    0.7483590620E+00    0.7263823034E+00    0.3703703704E-02    0.9222547008E-03
       619    0.3271198940E+00    0.3837566300E+00    0.2222222222E-02    0.7352416173E-03
       620    0.3956761130E+00    0.5113268318E+00    0.2423764162E-02    0.1148847879E-02
       621    0.4912332550E+00    0.4928607203E+00    0.2317290553E-02    0.1164933700E-02
       622    0.4734887670E+00    0.5779105870E+00    0.2380952381E-02    0.1510156571E-02
       623    0.3793645860E+00    0.4547343077E+00    0.1904761905E-02    0.1387492288E-02
       624    0.5884242750E+00    0.6247007020E+00    0.3125000000E-02    0.1003379812E-02
       625    0.8199231970E+00    0.7460897678E+00    0.3571428571E-02    0.1146719785E-02
       626    0.8865248360E+00    0.6986919828E+00    0.2777777778E-02    0.1699324063E-02
       627    0.5318406410E+00    0.5545085984E+00    0.2314814815E-02    0.1462941966E-02
       628    0.4592385180E+00    0.5727977916E+00    0.1984126984E-02    0.1875571202E-02
       629    0.7797259900E+00    0.8242717832E+00    0.3703703704E-02    0.1391593444E-02
       630    0.4581788080E+00    0.4665897703E+00    0.1893939394E-02    0.1454968637E-02
       631    0.3080214850E+00    0.3715087967E+00    0.2164502165E-02    0.7332352723E-03
       632    0.4469818010E+00    0.5314753995E+00    0.2666666667E-02    0.1006771048E-02
       633    0.4654878410E+00    0.5066670595E+00    0.2131312533E-02    0.1413874877E-02
       634    0.3936822560E+00    0.4285389349E+00    0.2016129032E-02    0.1152465033E-02
       635    0.5152444150E+00    0.5963621495E+00    0.3086419753E-02    0.9054181113E-03
       636    0.3671171230E+00    0.4158289575E+00    0.2222222222E-02    0.8890148919E-03
       637    0.3667220060E+00    0.3608967247E+00    0.1818181818E-02    0.1022655952E-02
       638    0.3853336970E+00    0.5335546171E+00    0.2857142857E-02    0.8295744225E-03
       639    0.3168331150E+00    0.4182209320E+00    0.2222222222E-02    0.9004834001E-03
       640    0.4734456830E+00    0.4372381588E+00    0.2000000000E-02    0.1210022840E-02
       641    0.5041675550E+00    0.2723184665E+00    0.1666666667E-02    0.7468423109E-03
       642    0.5098980730E+00    0.5653032524E+00    0.2777777778E-02    0.1059781395E-02
       643    0.4330266100E+00    0.4391559217E+00    0.1893939394E-02    0.1323434911E-02
       644    0.3272126030E+00    0.3952266369E+00    0.2222222222E-02    0.7902354595E-03
       645    0.4685676020E+00    0.4813475144E+00    0.2075426945E-02    0.1347392606E-02
       646    0.3916118110E+00    0.4132331124E+00    0.2083333333E-02    0.1013043825E-02
       647    0.7435892160E+00    0.6609566514E+00    0.2976190476E-02    0.1323434911E-02
       648    0.8004489240E+00    0.8581249000E+00    0.2500000000E-02    0.2736687444E-02
       649    0.4643810070E+00    0.4992465093E+00    0.2500000000E-02    0.1016017019E-02
       650    0.5641121400E+00    0.5814004797E+00    0.2116402116E-02    0.1786841352E-02
       651    0.8510934410E+00    0.1209394065E+01    0.3703703704E-02    0.3238092252E-02
       652    0.3011407320E+00    0.3679428958E+00    0.2272727273E-02    0.6097941934E-03
       653    0.5841380180E+00    0.6665284939E+00    0.2666666667E-02    0.1654293639E-02
       654    0.7845780630E+00    0.7731987460E+00    0.3703703704E-02    0.1146719785E-02
       655    0.4972954480E+00    0.4437023305E+00    0.2222222222E-02    0.1022655952E-02
       656    0.6514639370E+00    0.6089842269E+00    0.2857142857E-02    0.1191227568E-02
       657    0.5239394090E+00    0.5343054207E+00    0.2066115702E-02    0.1610452825E-02
       658    0.6102831540E+00    0.5833941648E+00    0.2721088435E-02    0.1202223732E-02
       659    0.5000657410E+00    0.4721175565E+00    0.2597402597E-02    0.7902354595E-03
       660    0.7116528560E+00    0.6404809662E+00    0.2976190476E-02    0.1225262642E-02
       661    0.5426185840E+00    0.5642369655E+00    0.2604166667E-02    0.1225262642E-02
       662    0.6520123760E+00    0.6083596554E+00    0.2500000000E-02    0.1539168505E-02
       663    0.6595290850E+00    0.6186519342E+00    0.3086419753E-02    0.1012288222E-02
       664    0.5221809100E+00    0.5623918588E+00    0.2857142857E-02    0.9678368262E-03
       665    0.7195919850E+00    0.6717382132E+00    0.3571428571E-02    0.7902354595E-03
       666    0.4267127800E+00    0.4119248060E+00    0.2083333333E-02    0.1006771048E-02
       667    0.3187231520E+00    0.3925236626E+00    0.1893939394E-02    0.1099852909E-02
       668    0.5951383740E+00    0.3892827156E+00    0.2020202020E-02    0.9602458319E-03
       669    0.5908459740E+00    0.5739122919E+00    0.2976190476E-02    0.9060939428E-03
       670    0.5666903950E+00    0.6010039311E+00    0.2666666667E-02    0.1340131014E-02
       671    0.5656602160E+00    0.4891127270E+00    0.1888120840E-02    0.1568674133E-02
       672    0.5066365880E+00    0.5099177647E+00    0.2222222222E-02    0.1340131014E-02
       673    0.5513043780E+00    0.5414282117E+00    0.2777777778E-02    0.9453106509E-03
       674    0.5120300360E+00    0.5205677525E+00    0.2449764326E-02    0.1167605929E-02
       675    0.5417097670E+00    0.5539772651E+00    0.2857142857E-02    0.9274924005E-03
       676    0.8110085950E+00    0.7983524871E+00    0.3703703704E-02    0.1267321358E-02
       677    0.3025437520E+00    0.3965337495E+00    0.2116402116E-02    0.9004834001E-03
       678    0.3230256960E+00    0.2698989222E+00    0.1666666667E-02    0.7352416173E-03
       679    0.4094186400E+00    0.4744575960E+00    0.2469135802E-02    0.9274924005E-03
       680    0.3695628360E+00    0.4563466340E+00    0.2380952381E-02    0.9273087202E-03
       681    0.3612155430E+00    0.3572540491E+00    0.2020202020E-02    0.8066818933E-03
       682    0.5313383660E+00    0.5476819411E+00    0.2777777778E-02    0.9752946440E-03
       683    0.5037951450E+00    0.4765643276E+00    0.2597402597E-02    0.8115558504E-03
       684    0.7299755430E+00    0.6259791285E+00    0.2999625047E-02    0.1132705187E-02
       685    0.8087415270E+00    0.8424064638E+00    0.3703703704E-02    0.1478541584E-02
       686    0.7283109650E+00    0.6944076231E+00    0.3333333333E-02    0.1132882709E-02
       687    0.7159491480E+00    0.6693794727E+00    0.2222222222E-02    0.2104682606E-02
       688    0.5061791300E+00    0.4781711493E+00    0.1722158439E-02    0.1679291758E-02
       689    0.4120833650E+00    0.4440780644E+00    0.2083333333E-02    0.1160932352E-02
       690    0.5886634100E+00    0.6059667195E+00    0.2976190476E-02    0.1059781395E-02
       691    0.3369227350E+00    0.4080055575E+00    0.1904761905E-02    0.1163447652E-02
       692    0.3888768520E+00    0.3078514915E+00    0.1851851852E-02    0.7352416173E-03
       693    0.4485518160E+00    0.4879792346E+00    0.2197802198E-02    0.1258940610E-02
       694    0.4507542110E+00    0.4305303378E+00    0.1851851852E-02    0.1323434911E-02
       695    0.3587090030E+00    0.3235790638E+00    0.2020202020E-02    0.6452245508E-03
       696    0.6067775740E+00    0.5375284274E+00    0.2604166667E-02    0.1097206474E-02
       697    0.4545154380E+00    0.5865727645E+00    0.2857142857E-02    0.1083774064E-02
       698    0.6961243400E+00    0.7061701589E+00    0.3333333333E-02    0.1189279104E-02
       699    0.3910750380E+00    0.4306855185E+00    0.2222222222E-02    0.9602458319E-03
       700    0.2866108170E+00    0.3483874326E+00    0.2000000000E-02    0.7840211058E-03
       701    0.5330541790E+00    0.5082248563E+00    0.2597402597E-02    0.9633547237E-03
       702    0.4343625560E+00    0.4851254250E+00    0.2777777778E-02    0.6753625500E-03
       703    0.9850063480E+00    0.6257749429E+00    0.2777777778E-02    0.1349717630E-02
       704    0.3943363590E+00    0.4437023305E+00    0.2222222222E-02    0.1022655952E-02
       705    0.6845102450E+00    0.7648288976E+00    0.3703703704E-02    0.1106589894E-02
       706    0.6170599680E+00    0.6439832820E+00    0.3401360544E-02    0.8242744180E-03
       707    0.7289595510E+00    0.7210252583E+00    0.2939529675E-02    0.1647462144E-02
       708    0.2791008500E+00    0.2837126744E+00    0.1736111111E-02    0.7332352723E-03
       709    0.3367455700E+00    0.4238541703E+00    0.2222222222E-02    0.9274924005E-03
       710    0.7735782550E+00    0.7451604987E+00    0.3703703704E-02    0.1012288222E-02
       711    0.6925552060E+00    0.6071896226E+00    0.2222222222E-02    0.1806508521E-02
       712    0.3611107330E+00    0.4029251998E+00    0.2222222222E-02    0.8271468195E-03
       713    0.7402177620E+00    0.7133395232E+00    0.3333333333E-02    0.1223653180E-02
       714    0.4281835120E+00    0.5352056756E+00    0.2020202020E-02    0.1659884841E-02
       715    0.5169061240E+00    0.4898632673E+00    0.2036340852E-02    0.1426628800E-02
       716    0.9777820100E+00    0.6297681801E+00    0.2777777778E-02    0.1368863517E-02
       717    0.5059366560E+00    0.4029559936E+00    0.1851851852E-02    0.1191227568E-02
       718    0.5978698430E+00    0.6955684925E+00    0.3174603175E-02    0.1294419918E-02
       719    0.5410291910E+00    0.5231265092E+00    0.2497502498E-02    0.1132965634E-02
       720    0.7397747470E+00    0.6699865478E+00    0.2222222222E-02    0.2107593275E-02
       721    0.3772360890E+00    0.3846874050E+00    0.1388888889E-02    0.1558553777E-02
       722    0.7727000390E+00    0.6418686542E+00    0.2962962963E-02    0.1244913631E-02
       723    0.4607276050E+00    0.5760507907E+00    0.3174603175E-02    0.7213829782E-03
       724    0.4334944020E+00    0.5152468261E+00    0.2777777778E-02    0.8197819562E-03
       725    0.6124075340E+00    0.6113023753E+00    0.2777777778E-02    0.1280327776E-02
       726    0.5868700280E+00    0.6465601333E+00    0.2666666667E-02    0.1558553777E-02
       727    0.4397290130E+00    0.4257617267E+00    0.2116402116E-02    0.1040619216E-02
       728    0.2755822060E+00    0.4060461064E+00    0.2020202020E-02    0.1040619216E-02
       729    0.4842245620E+00    0.6222810436E+00    0.2645502646E-02    0.1462941966E-02
       730    0.6043294870E+00    0.6539233400E+00    0.2444009954E-02    0.1812644048E-02
       731    0.5675875690E+00    0.5886523873E+00    0.2962962963E-02    0.9897640904E-03
       732    0.7243299940E+00    0.6476335412E+00    0.2962962963E-02    0.1272553831E-02
       733    0.3624869240E+00    0.3265028289E+00    0.1475269819E-02    0.1194703714E-02
       734    0.8145952820E+00    0.6897432984E+00    0.3571428571E-02    0.8765622441E-03
       735    0.8550846930E+00    0.7859514545E+00    0.3571428571E-02    0.1337839750E-02
       736    0.3544514680E+00    0.5119266858E+00    0.2857142857E-02    0.7258776196E-03
       737    0.4470593240E+00    0.4598540538E+00    0.2500000000E-02    0.8271468195E-03
       738    0.5419063290E+00    0.6166327324E+00    0.3174603175E-02    0.9159562615E-03
       739    0.3215511170E+00    0.3528344995E+00    0.1666666667E-02    0.1132882709E-02
       740    0.6925329550E+00    0.6285967542E+00    0.2956989247E-02    0.1187150361E-02
       741    0.4858589280E+00    0.5110343347E+00    0.2469135802E-02    0.1102862426E-02
       742    0.3408844970E+00    0.3701490707E+00    0.1893939394E-02    0.9925761834E-03
       743    0.6590869790E+00    0.5202934618E+00    0.1950769667E-02    0.1656612645E-02
       744    0.8395387850E+00    0.7652529028E+00    0.3571428571E-02    0.1238598930E-02
       745    0.8649717260E+00    0.7128435119E+00    0.3333333333E-02    0.1221275015E-02
       746    0.5545114050E+00    0.6030876622E+00    0.2222222222E-02    0.1786841352E-02
       747    0.2203900240E+00    0.2263579069E+00    0.1515151515E-02    0.6753625500E-03
       748    0.4713536090E+00    0.5325925506E+00    0.2777777778E-02    0.9029473846E-03
       749    0.4597862570E+00    0.6206177841E+00    0.3174603175E-02    0.9350629028E-03
       750    0.5855649860E+00    0.6583151674E+00    0.3571428571E-02    0.7258776196E-03
       751    0.7087583440E+00    0.7217014019E+00    0.3703703704E-02    0.8998117533E-03
       752    0.5029522700E+00    0.5996469578E+00    0.2645502646E-02    0.1354421077E-02
       753    0.6592086990E+00    0.6678000174E+00    0.3125000000E-02    0.1210022840E-02
       754    0.5628631620E+00    0.6375022976E+00    0.3174603175E-02    0.1016017019E-02
       755    0.7258535220E+00    0.7938610050E+00    0.2500000000E-02    0.2428569189E-02
       756    0.3571799990E+00    0.3850744434E+00    0.1731601732E-02    0.1223653180E-02
       757    0.4383288520E+00    0.5769882333E+00    0.3174603175E-02    0.7258776196E-03
       758    0.4752090380E+00    0.4972219474E+00    0.2075426945E-02    0.1423503813E-02
       759    0.5930609880E+00    0.5996469578E+00    0.2645502646E-02    0.1354421077E-02
       760    0.3573707780E+00    0.3739183937E+00    0.1715992155E-02    0.1185502903E-02
       761    0.2024909600E+00    0.3227835966E+00    0.1731601732E-02    0.9249948584E-03
       762    0.7519125930E+00    0.6979596664E+00    0.3571428571E-02    0.9159562615E-03
       763    0.3593827780E+00    0.3533391640E+00    0.2083333333E-02    0.7258776196E-03
       764    0.7320011320E+00    0.7283070457E+00    0.1818181818E-02    0.2784233382E-02
       765    0.6464084920E+00    0.6892746091E+00    0.2726750861E-02    0.1704311768E-02
       766    0.3805371310E+00    0.4016460781E+00    0.2116402116E-02    0.9249948584E-03
       767    0.5260775950E+00    0.5513418225E+00    0.2554621849E-02    0.1212119572E-02
       768    0.5410958270E+00    0.5543735213E+00    0.2500000000E-02    0.1280327776E-02
       769    0.6727924870E+00    0.6096516160E+00    0.2222222222E-02    0.1818312740E-02
       770    0.4967545440E+00    0.5461264720E+00    0.2777777778E-02    0.9678368262E-03
       771    0.4420381920E+00    0.5005186074E+00    0.2857142857E-02    0.6711806984E-03
       772    0.4418992860E+00    0.4663550068E+00    0.2380952381E-02    0.9752946440E-03
       773    0.4941321250E+00    0.4973313576E+00    0.2469135802E-02    0.1037162434E-02
       774    0.8948227000E+00    0.6971461373E+00    0.3125000000E-02    0.1350725100E-02
       775    0.2123727650E+00    0.2884621112E+00    0.1818181818E-02    0.6753625500E-03
       776    0.5086980670E+00    0.5334982410E+00    0.2332508993E-02    0.1344819527E-02
       777    0.4411528490E+00    0.4529722995E+00    0.2500000000E-02    0.7941517121E-03
       778    0.4243108740E+00    0.4604309090E+00    0.2222222222E-02    0.1102862426E-02
       779    0.6458176260E+00    0.5331078674E+00    0.2777777778E-02    0.9054181113E-03
       780    0.2650630110E+00    0.3563074590E+00    0.1893939394E-02    0.9262114972E-03
       781    0.3788017880E+00    0.3717663996E+00    0.1666666667E-02    0.1223653180E-02
       782    0.4158059670E+00    0.4388650542E+00    0.1388888889E-02    0.1818312740E-02
       783    0.5275247120E+00    0.5895660188E+00    0.2777777778E-02    0.1176111120E-02
       784    0.5323272810E+00    0.4450050248E+00    0.2116402116E-02    0.1132882709E-02
       785    0.8857202830E+00    0.8407257426E+00    0.3703703704E-02    0.1470483235E-02
       786    0.2237215490E+00    0.2879855266E+00    0.1683501684E-02    0.8054168381E-03
       787    0.4451981170E+00    0.3513582968E+00    0.1543209877E-02    0.1247115975E-02
       788    0.3335039140E+00    0.3187630460E+00    0.1683501684E-02    0.9529820545E-03
       789    0.5269602180E+00    0.6110135997E+00    0.3174603175E-02    0.8890148919E-03
       790    0.4134298970E+00    0.4848049793E+00    0.2118880339E-02    0.1321271544E-02
       791    0.4717367350E+00    0.4985689918E+00    0.1998546512E-02    0.1505506526E-02
       792    0.2075450870E+00    0.2855819382E+00    0.1666666667E-02    0.8104350601E-03
       793    0.6460384090E+00    0.6757306474E+00    0.3102775066E-02    0.1269885515E-02
       794    0.1096051007E+01    0.6750510897E+00    0.3030303030E-02    0.1337839750E-02
       795    0.4294751390E+00    0.5329146240E+00    0.2380952381E-02    0.1294419918E-02
       796    0.8687958580E+00    0.9131736298E+00    0.3125000000E-02    0.2386485756E-02
       797    0.6131140910E+00    0.6759722449E+00    0.2777777778E-02    0.1590392508E-02
       798    0.7234676940E+00    0.6581307504E+00    0.1818181818E-02    0.2447767663E-02
       799    0.6671830510E+00    0.6227551460E+00    0.3174603175E-02    0.9453106509E-03
       800    0.6040900850E+00    0.6597320342E+00    0.2247191011E-02    0.2033892394E-02
       801    0.4807036260E+00    0.5037535836E+00    0.2380952381E-02    0.1154605036E-02
       802    0.7944560750E+00    0.7178712928E+00    0.3472222222E-02    0.1108906188E-02
       803    0.8114084010E+00    0.7329612461E+00    0.3571428571E-02    0.1083774064E-02
       804    0.8752818030E+00    0.7080744478E+00    0.3125000000E-02    0.1403121737E-02
       805    0.1024376895E+01    0.1044556911E+01    0.3703703704E-02    0.2447767663E-02
       806    0.5946005200E+00    0.6165935258E+00    0.2331860579E-02    0.1743863493E-02
       807    0.4082432300E+00    0.4403892330E+00    0.2222222222E-02    0.1006771048E-02
       808    0.6362308250E+00    0.6751643250E+00    0.3333333333E-02    0.1040619216E-02
       809    0.3497499020E+00    0.4606407712E+00    0.2380952381E-02    0.9478972958E-03
       810    0.3673721390E+00    0.4075617447E+00    0.2164502165E-02    0.9060939428E-03
       811    0.3383523650E+00    0.5618205897E+00    0.1307153187E-02    0.2488147727E-02
       812    0.7648040420E+00    0.6709821739E+00    0.3021269739E-02    0.1327207303E-02
       813    0.5526486660E+00    0.7312566557E+00    0.2777777778E-02    0.1855457926E-02
       814    0.6091210470E+00    0.5591299783E+00    0.2685676393E-02    0.1120683757E-02
       815    0.4809219610E+00    0.4876143725E+00    0.2500000000E-02    0.9602458319E-03
       816    0.3638735070E+00    0.4281965710E+00    0.2500000000E-02    0.6753625500E-03
       817    0.3185155940E+00    0.4223735415E+00    0.2314814815E-02    0.8294101338E-03
       818    0.4596512320E+00    0.5017966966E+00    0.2057613169E-02    0.1462941966E-02
       819    0.7179250170E+00    0.4148878259E+00    0.2000000000E-02    0.1102862426E-02
       820    0.8364100310E+00    0.6977197869E+00    0.3472222222E-02    0.1012288222E-02
       821    0.5290400360E+00    0.5007450899E+00    0.2597402597E-02    0.9274924005E-03
       822    0.5638855790E+00    0.5718617198E+00    0.2777777778E-02    0.1091226478E-02
       823    0.5700273050E+00    0.6007487755E+00    0.2976190476E-02    0.1034763556E-02
       824    0.7247265370E+00    0.7198914998E+00    0.2777777778E-02    0.1800966800E-02
       825    0.6708498150E+00    0.5599626981E+00    0.2777777778E-02    0.1034175691E-02
       826    0.6041201420E+00    0.6755029081E+00    0.2857142857E-02    0.1510156571E-02
       827    0.3897213110E+00    0.4367796000E+00    0.2469135802E-02    0.7468423109E-03
       828    0.4151704880E+00    0.4273190769E+00    0.2083333333E-02    0.1080580080E-02
       829    0.3376816070E+00    0.4132317220E+00    0.2222222222E-02    0.8765622441E-03
       830    0.3238083780E+00    0.3017636237E+00    0.1736111111E-02    0.8197819562E-03
       831    0.6767850300E+00    0.7116491830E+00    0.3172425619E-02    0.1373659751E-02
       832    0.5484651600E+00    0.5724407501E+00    0.2857142857E-02    0.1016017019E-02
       833    0.3598453610E+00    0.3532653816E+00    0.1851851852E-02    0.9529820545E-03
       834    0.6241960930E+00    0.6137724282E+00    0.2976190476E-02    0.1097206474E-02
       835    0.4645376330E+00    0.5353057981E+00    0.2777777778E-02    0.9159562615E-03
       836    0.5057110660E+00    0.5044645370E+00    0.2116402116E-02    0.1417965976E-02
       837    0.5003336390E+00    0.5350419644E+00    0.2777777778E-02    0.9146912901E-03
       838    0.5750464720E+00    0.6021428310E+00    0.2777777778E-02    0.1236411627E-02
       839    0.5739604180E+00    0.6206180549E+00    0.2645502646E-02    0.1454968637E-02
       840    0.4492315950E+00    0.4434173222E+00    0.2083333333E-02    0.1157764372E-02
       841    0.9231463060E+00    0.7364025148E+00    0.3472222222E-02    0.1197755577E-02
       842    0.3567448050E+00    0.5303445162E+00    0.2857142857E-02    0.8141833436E-03
       843    0.4802354190E+00    0.5178058768E+00    0.2273140571E-02    0.1327917826E-02
       844    0.4730327110E+00    0.5095104789E+00    0.2645502646E-02    0.9222547008E-03
       845    0.4304357470E+00    0.5311502028E+00    0.1235177866E-02    0.2411820511E-02
       846    0.4454604130E+00    0.4007060932E+00    0.2083333333E-02    0.9529820545E-03
       847    0.4314334820E+00    0.5327837059E+00    0.2666666667E-02    0.1013043825E-02
       848    0.7876039440E+00    0.6930224622E+00    0.3086419753E-02    0.1368863517E-02
       849    0.3649207570E+00    0.4029449714E+00    0.1731601732E-02    0.1309334820E-02
       850    0.5089821950E+00    0.5296866655E+00    0.2777777778E-02    0.8890148919E-03
       851    0.6762965150E+00    0.7022012332E+00    0.3571428571E-02    0.9362927841E-03
       852    0.5460284180E+00    0.5463118907E+00    0.2384788914E-02    0.1354884306E-02
       853    0.3988932580E+00    0.4167478672E+00    0.2222222222E-02    0.8934206761E-03
       854    0.4114154370E+00    0.4926652095E+00    0.2222628182E-02    0.1257013389E-02
       855    0.5348306790E+00    0.5834358995E+00    0.2777777778E-02    0.1146719785E-02
       856    0.3486446500E+00    0.3615234868E+00    0.1851851852E-02    0.9925761834E-03
       857    0.2062893760E+00    0.2906846045E+00    0.1818181818E-02    0.6860184675E-03
       858    0.4257230140E+00    0.4371156859E+00    0.1602090111E-02    0.1600429604E-02
       859    0.3713906420E+00    0.4383674016E+00    0.2314814815E-02    0.9060939428E-03
       860    0.7972890300E+00    0.6821587634E+00    0.3571428571E-02    0.8401975998E-03
       861    0.7045768930E+00    0.7034237266E+00    0.3333333333E-02    0.1176111120E-02
       862    0.5123608840E+00    0.5335456575E+00    0.2777777778E-02    0.9075171300E-03
       863    0.5537551000E+00    0.4925220330E+00    0.2222222222E-02    0.1256725822E-02
       864    0.4295867780E+00    0.4736517415E+00    0.2380952381E-02    0.1010279407E-02
       865    0.3165147180E+00    0.3270211511E+00    0.1683501684E-02    0.9925761834E-03
       866    0.4979170710E+00    0.4570786327E+00    0.2272727273E-02    0.1037162434E-02
       867    0.4632773430E+00    0.3516653652E+00    0.1851851852E-02    0.9453106509E-03
       868    0.4356115100E+00    0.4660613264E+00    0.1435146236E-02    0.1903254022E-02
       869    0.3553000140E+00    0.3615223969E+00    0.2020202020E-02    0.8271468195E-03
       870    0.7465779430E+00    0.7680360438E+00    0.2222222222E-02    0.2577699228E-02
       871    0.5756398500E+00    0.6138094879E+00    0.2604166667E-02    0.1462941966E-02
       872    0.7993538640E+00    0.6625614794E+00    0.2962962963E-02    0.1344126995E-02
       873    0.4404854770E+00    0.5103357436E+00    0.2645502646E-02    0.9262114972E-03
       874    0.5422880530E+00    0.6260457531E+00    0.2469135802E-02    0.1654293639E-02
       875    0.8599525380E+00    0.5960552298E+00    0.2777777778E-02    0.1207224148E-02
       876    0.9079445630E+00    0.7200498307E+00    0.3703703704E-02    0.8918931664E-03
       877    0.8691798160E+00    0.6658439939E+00    0.3125000000E-02    0.1200644533E-02
