     Index              y_true              y_pred        descriptor_1
       845    0.4304357470E+00    0.3342277271E+00    0.5959410490E-03
       846    0.4454604130E+00    0.4702259809E+00    0.8320969319E-03
       847    0.4314334820E+00    0.4880917319E+00    0.8631201405E-03
       848    0.7876039440E+00    0.7166580805E+00    0.1260017059E-02
       849    0.3649207570E+00    0.4264089149E+00    0.7560102351E-03
       850    0.5089821950E+00    0.5600228962E+00    0.9880259179E-03
       851    0.6762965150E+00    0.6537772535E+00    0.1150826854E-02
       852    0.5460284180E+00    0.5138698714E+00    0.9078829160E-03
       853    0.3988932580E+00    0.4962416487E+00    0.8772721663E-03
       854    0.4114154370E+00    0.4774689223E+00    0.8446740288E-03
       855    0.5348306790E+00    0.6309056162E+00    0.1111111111E-02
       856    0.3486446500E+00    0.4046028949E+00    0.7181448967E-03
       857    0.2062893760E+00    0.3264221617E+00    0.5823869765E-03
       858    0.4257230140E+00    0.3818904884E+00    0.6787056520E-03
       859    0.3713906420E+00    0.4775128325E+00    0.8447502772E-03
       860    0.7972890300E+00    0.7496854728E+00    0.1317367891E-02
       861    0.7045768930E+00    0.7049524377E+00    0.1239690648E-02
       862    0.5123608840E+00    0.6646438094E+00    0.1169696222E-02
       863    0.5537551000E+00    0.4880917319E+00    0.8631201405E-03
       864    0.4295867780E+00    0.5079948269E+00    0.8976811208E-03
       865    0.3165147180E+00    0.3749574366E+00    0.6666666667E-03
       866    0.4979170710E+00    0.4702259809E+00    0.8320969319E-03
       867    0.4632773430E+00    0.3703603198E+00    0.6586839453E-03
       868    0.4356115100E+00    0.3618466258E+00    0.6439002339E-03
       869    0.3553000140E+00    0.4046028949E+00    0.7181448967E-03
       870    0.7465779430E+00    0.5600228962E+00    0.9880259179E-03
       871    0.5756398500E+00    0.5900236844E+00    0.1040121165E-02
       872    0.7993538640E+00    0.6396720543E+00    0.1126333703E-02
       873    0.4404854770E+00    0.4880917319E+00    0.8631201405E-03
       874    0.5422880530E+00    0.5600228962E+00    0.9880259179E-03
       875    0.8599525380E+00    0.5500134915E+00    0.9706449608E-03
       876    0.9079445630E+00    0.7496854728E+00    0.1317367891E-02
       877    0.8691798160E+00    0.6537772535E+00    0.1150826854E-02
       878    0.4126694460E+00    0.3952003524E+00    0.7018177331E-03
       879    0.5917482110E+00    0.5576716804E+00    0.9839431196E-03
       880    0.3344156100E+00    0.2921057403E+00    0.5227977938E-03
       881    0.4776459560E+00    0.4962416487E+00    0.8772721663E-03
       882    0.6260881640E+00    0.6803147135E+00    0.1196908161E-02
       883    0.4316974000E+00    0.3749574366E+00    0.6666666667E-03
       884    0.5590953300E+00    0.5600228962E+00    0.9880259179E-03
       885    0.3945768590E+00    0.5931763138E+00    0.1045595588E-02
       886    0.4877132830E+00    0.5931763138E+00    0.1045595588E-02
       887    0.4930972220E+00    0.5931763138E+00    0.1045595588E-02
       888    0.4255502440E+00    0.3749574366E+00    0.6666666667E-03
       889    0.6835819170E+00    0.4702259809E+00    0.8320969319E-03
       890    0.3793818820E+00    0.4775128325E+00    0.8447502772E-03
       891    0.5756675820E+00    0.5264731202E+00    0.9297679862E-03
       892    0.2384879270E+00    0.3264221617E+00    0.5823869765E-03
       893    0.6376977980E+00    0.5181867172E+00    0.9153789572E-03
       894    0.6054256180E+00    0.4160125521E+00    0.7379573397E-03
       895    0.4403160260E+00    0.3404143710E+00    0.6066839248E-03
       896    0.9162778260E+00    0.7496854728E+00    0.1317367891E-02
       897    0.4283694440E+00    0.3500075764E+00    0.6233421673E-03
       898    0.5074362190E+00    0.4488281774E+00    0.7949404462E-03
       899    0.4821411270E+00    0.5352523519E+00    0.9450127939E-03
       900    0.3676392510E+00    0.4775128325E+00    0.8447502772E-03
       901    0.4247331170E+00    0.4506178826E+00    0.7980482023E-03
       902    0.4991713550E+00    0.5500418934E+00    0.9706942797E-03
       903    0.1850032200E+00    0.2705243293E+00    0.4853224804E-03
       904    0.4721050290E+00    0.4702259809E+00    0.8320969319E-03
       905    0.4812579800E+00    0.4775128325E+00    0.8447502772E-03
       906    0.4891486070E+00    0.6309056162E+00    0.1111111111E-02
       907    0.5428378210E+00    0.6646438094E+00    0.1169696222E-02
       908    0.5183870490E+00    0.5900236844E+00    0.1040121165E-02
       909    0.4393353960E+00    0.4880917319E+00    0.8631201405E-03
       910    0.8811511810E+00    0.6396720543E+00    0.1126333703E-02
       911    0.2529604580E+00    0.3802172994E+00    0.6758002217E-03
       912    0.4269179380E+00    0.5931763138E+00    0.1045595588E-02
       913    0.6372779230E+00    0.5900236844E+00    0.1040121165E-02
       914    0.3304222350E+00    0.4426410269E+00    0.7841966907E-03
       915    0.6797762600E+00    0.6509836690E+00    0.1145975899E-02
       916    0.7699071770E+00    0.6537772535E+00    0.1150826854E-02
       917    0.7137043650E+00    0.6249251690E+00    0.1100726288E-02
       918    0.3020249380E+00    0.4102689104E+00    0.7279837206E-03
       919    0.5109895580E+00    0.5931763138E+00    0.1045595588E-02
       920    0.4476718820E+00    0.3275709679E+00    0.5843818355E-03
       921    0.4789152510E+00    0.4462253504E+00    0.7904207343E-03
       922    0.4937887970E+00    0.4702259809E+00    0.8320969319E-03
       923    0.5270658030E+00    0.7166580805E+00    0.1260017059E-02
       924    0.8817269010E+00    0.7496854728E+00    0.1317367891E-02
       925    0.5057264350E+00    0.4462253504E+00    0.7904207343E-03
       926    0.4167236620E+00    0.4426410269E+00    0.7841966907E-03
       927    0.5612793670E+00    0.6309056162E+00    0.1111111111E-02
       928    0.6875488720E+00    0.7896865236E+00    0.1386828220E-02
       929    0.8401397770E+00    0.7166580805E+00    0.1260017059E-02
       930    0.5029713000E+00    0.4707922021E+00    0.8330801539E-03
       931    0.4163705390E+00    0.3703603198E+00    0.6586839453E-03
       932    0.4968679120E+00    0.3278394882E+00    0.5848481109E-03
       933    0.8393940580E+00    0.7049524377E+00    0.1239690648E-02
       934    0.5709663640E+00    0.6646438094E+00    0.1169696222E-02
       935    0.5126753700E+00    0.5264731202E+00    0.9297679862E-03
       936    0.8526107190E+00    0.7896865236E+00    0.1386828220E-02
       937    0.2179044650E+00    0.4102689104E+00    0.7279837206E-03
       938    0.4236618800E+00    0.5079948269E+00    0.8976811208E-03
       939    0.3706044080E+00    0.4775128325E+00    0.8447502772E-03
       940    0.8135872280E+00    0.7166580805E+00    0.1260017059E-02
       941    0.4738753610E+00    0.5264731202E+00    0.9297679862E-03
       942    0.6124463040E+00    0.6396720543E+00    0.1126333703E-02
       943    0.4396938510E+00    0.4709380040E+00    0.8333333333E-03
       944    0.8759470690E+00    0.6803147135E+00    0.1196908161E-02
       945    0.7585655150E+00    0.6396720543E+00    0.1126333703E-02
       946    0.6665661740E+00    0.5600228962E+00    0.9880259179E-03
       947    0.4440365920E+00    0.6646438094E+00    0.1169696222E-02
       948    0.4395667520E+00    0.4160125521E+00    0.7379573397E-03
       949    0.3749185820E+00    0.5900236844E+00    0.1040121165E-02
       950    0.4623081790E+00    0.5352523519E+00    0.9450127939E-03
       951    0.3862409620E+00    0.4426410269E+00    0.7841966907E-03
       952    0.6743123710E+00    0.6396720543E+00    0.1126333703E-02
       953    0.3148497400E+00    0.4709380040E+00    0.8333333333E-03
       954    0.3809135520E+00    0.3886804189E+00    0.6904961124E-03
       955    0.4196565200E+00    0.5264731202E+00    0.9297679862E-03
       956    0.5388692050E+00    0.5500134915E+00    0.9706449608E-03
       957    0.7996393480E+00    0.7896865236E+00    0.1386828220E-02
       958    0.7859500030E+00    0.7166580805E+00    0.1260017059E-02
       959    0.7277836460E+00    0.6803147135E+00    0.1196908161E-02
       960    0.3754355720E+00    0.5500134915E+00    0.9706449608E-03
       961    0.7458105350E+00    0.7496854728E+00    0.1317367891E-02
       962    0.7261051840E+00    0.7496854728E+00    0.1317367891E-02
       963    0.6345332700E+00    0.4462253504E+00    0.7904207343E-03
       964    0.7728106740E+00    0.6285364175E+00    0.1106997086E-02
       965    0.2806607720E+00    0.3523198550E+00    0.6273573526E-03
       966    0.8779453960E+00    0.7496854728E+00    0.1317367891E-02
       967    0.4662659850E+00    0.4784076563E+00    0.8463041053E-03
       968    0.5748229640E+00    0.5900236844E+00    0.1040121165E-02
       969    0.5602215240E+00    0.6537772535E+00    0.1150826854E-02
       970    0.4913938810E+00    0.5931763138E+00    0.1045595588E-02
       971    0.4017630770E+00    0.3564186522E+00    0.6344747608E-03
       972    0.5622704410E+00    0.4664526683E+00    0.8255447157E-03
       973    0.6900719060E+00    0.6803147135E+00    0.1196908161E-02
       974    0.1004000542E+01    0.6309056162E+00    0.1111111111E-02
       975    0.6196821920E+00    0.5576716804E+00    0.9839431196E-03
       976    0.4953882480E+00    0.5352523519E+00    0.9450127939E-03
       977    0.7800453460E+00    0.7896865236E+00    0.1386828220E-02
       978    0.4907876810E+00    0.4832482082E+00    0.8547095427E-03
       979    0.7650319150E+00    0.6803147135E+00    0.1196908161E-02
       980    0.2902947630E+00    0.3802172994E+00    0.6758002217E-03
       981    0.7457405750E+00    0.7496854728E+00    0.1317367891E-02
       982    0.2910286570E+00    0.4426410269E+00    0.7841966907E-03
       983    0.4920954210E+00    0.3703603198E+00    0.6586839453E-03
       984    0.2315457970E+00    0.4102689104E+00    0.7279837206E-03
       985    0.5591212940E+00    0.5900236844E+00    0.1040121165E-02
       986    0.6741306830E+00    0.5900236844E+00    0.1040121165E-02
       987    0.4445918350E+00    0.4216439189E+00    0.7477359976E-03
       988    0.6222590690E+00    0.6396720543E+00    0.1126333703E-02
       989    0.6111164630E+00    0.5900236844E+00    0.1040121165E-02
       990    0.4807327360E+00    0.6646438094E+00    0.1169696222E-02
       991    0.4320440520E+00    0.5352523519E+00    0.9450127939E-03
       992    0.3314160110E+00    0.2921057403E+00    0.5227977938E-03
       993    0.7329266250E+00    0.7496854728E+00    0.1317367891E-02
       994    0.7498322460E+00    0.6396720543E+00    0.1126333703E-02
       995    0.4261005940E+00    0.6396720543E+00    0.1126333703E-02
       996    0.4837598240E+00    0.5931763138E+00    0.1045595588E-02
       997    0.5136725120E+00    0.4880917319E+00    0.8631201405E-03
       998    0.3753331960E+00    0.4193855296E+00    0.7438143890E-03
       999    0.5752332290E+00    0.4193855296E+00    0.7438143890E-03
      1000    0.6191401180E+00    0.5264731202E+00    0.9297679862E-03
      1001    0.7163328150E+00    0.6537772535E+00    0.1150826854E-02
      1002    0.8638697260E+00    0.6592849863E+00    0.1160390826E-02
      1003    0.3211430900E+00    0.4426410269E+00    0.7841966907E-03
      1004    0.6617036990E+00    0.6097110602E+00    0.1074307557E-02
      1005    0.3922250470E+00    0.4160125521E+00    0.7379573397E-03
      1006    0.5299966410E+00    0.6646438094E+00    0.1169696222E-02
      1007    0.3490885640E+00    0.4709380040E+00    0.8333333333E-03
      1008    0.3636556000E+00    0.4962416487E+00    0.8772721663E-03
      1009    0.4412498860E+00    0.5931763138E+00    0.1045595588E-02
      1010    0.6140726700E+00    0.6803147135E+00    0.1196908161E-02
      1011    0.4281441550E+00    0.5079948269E+00    0.8976811208E-03
      1012    0.1035449949E+01    0.7049524377E+00    0.1239690648E-02
      1013    0.4948737580E+00    0.4426410269E+00    0.7841966907E-03
      1014    0.5640198340E+00    0.4426410269E+00    0.7841966907E-03
      1015    0.6152685450E+00    0.7166580805E+00    0.1260017059E-02
      1016    0.8664145940E+00    0.5661645815E+00    0.9986907248E-03
      1017    0.3614704140E+00    0.3239753379E+00    0.5781381584E-03
      1018    0.6757065990E+00    0.6141459637E+00    0.1082008601E-02
      1019    0.5559543650E+00    0.3278394882E+00    0.5848481109E-03
      1020    0.4489736190E+00    0.5264731202E+00    0.9297679862E-03
      1021    0.3744379850E+00    0.4775128325E+00    0.8447502772E-03
      1022    0.1807041170E+00    0.3264221617E+00    0.5823869765E-03
      1023    0.7363681550E+00    0.6396720543E+00    0.1126333703E-02
      1024    0.7613642820E+00    0.5822842613E+00    0.1026681946E-02
      1025    0.3936973490E+00    0.4775128325E+00    0.8447502772E-03
      1026    0.6017658220E+00    0.5900236844E+00    0.1040121165E-02
      1027    0.3675510950E+00    0.3538466236E+00    0.6300085293E-03
      1028    0.4237562590E+00    0.3538466236E+00    0.6300085293E-03
      1029    0.3041615950E+00    0.4709380040E+00    0.8333333333E-03
      1030    0.8037779970E+00    0.6509792900E+00    0.1145968295E-02
      1031    0.2947254500E+00    0.4426410269E+00    0.7841966907E-03
      1032    0.4338780460E+00    0.4709380040E+00    0.8333333333E-03
      1033    0.6313861890E+00    0.4880917319E+00    0.8631201405E-03
      1034    0.6095708870E+00    0.7166580805E+00    0.1260017059E-02
      1035    0.3163448660E+00    0.4709380040E+00    0.8333333333E-03
      1036    0.5786507550E+00    0.5900236844E+00    0.1040121165E-02
      1037    0.4092689330E+00    0.4426410269E+00    0.7841966907E-03
      1038    0.4147942740E+00    0.5500134915E+00    0.9706449608E-03
      1039    0.5830875860E+00    0.7496854728E+00    0.1317367891E-02
      1040    0.3297880170E+00    0.4426410269E+00    0.7841966907E-03
      1041    0.3451873570E+00    0.3802172994E+00    0.6758002217E-03
      1042    0.4685074550E+00    0.5549785807E+00    0.9792666527E-03
      1043    0.2073650980E+00    0.3523198550E+00    0.6273573526E-03
      1044    0.4288586830E+00    0.5352523519E+00    0.9450127939E-03
      1045    0.6856678710E+00    0.7049524377E+00    0.1239690648E-02
      1046    0.4036037680E+00    0.3891924171E+00    0.6913851781E-03
      1047    0.1967255520E+00    0.2921057403E+00    0.5227977938E-03
      1048    0.7774186780E+00    0.5931763138E+00    0.1045595588E-02
      1049    0.4674082680E+00    0.5079948269E+00    0.8976811208E-03
      1050    0.5403205770E+00    0.4942896009E+00    0.8738825083E-03
      1051    0.3821646490E+00    0.5500134915E+00    0.9706449608E-03
      1052    0.6173725390E+00    0.6537772535E+00    0.1150826854E-02
      1053    0.5485811170E+00    0.5170539097E+00    0.9134118794E-03
      1054    0.4073587410E+00    0.3479938025E+00    0.6198453242E-03
      1055    0.4594903010E+00    0.5931763138E+00    0.1045595588E-02
      1056    0.4008950040E+00    0.4462253504E+00    0.7904207343E-03
      1057    0.3537280090E+00    0.4880917319E+00    0.8631201405E-03
      1058    0.4301342970E+00    0.7049524377E+00    0.1239690648E-02
      1059    0.5004708190E+00    0.4451948230E+00    0.7886312621E-03
      1060    0.3866020460E+00    0.4962416487E+00    0.8772721663E-03
      1061    0.3606837280E+00    0.3886804189E+00    0.6904961124E-03
      1062    0.4527781200E+00    0.5264731202E+00    0.9297679862E-03
      1063    0.4121156470E+00    0.3588441065E+00    0.6386864715E-03
      1064    0.5214071830E+00    0.5931763138E+00    0.1045595588E-02
      1065    0.6066865180E+00    0.6537772535E+00    0.1150826854E-02
      1066    0.4322475870E+00    0.5931763138E+00    0.1045595588E-02
      1067    0.8643870110E+00    0.6803147135E+00    0.1196908161E-02
      1068    0.3763560740E+00    0.5931763138E+00    0.1045595588E-02
      1069    0.3106397410E+00    0.4046028949E+00    0.7181448967E-03
      1070    0.2677910600E+00    0.3802172994E+00    0.6758002217E-03
      1071    0.4998950700E+00    0.4193855296E+00    0.7438143890E-03
      1072    0.3390106790E+00    0.4426410269E+00    0.7841966907E-03
      1073    0.2739375090E+00    0.3802172994E+00    0.6758002217E-03
      1074    0.2329779370E+00    0.3523198550E+00    0.6273573526E-03
      1075    0.6562494090E+00    0.5931763138E+00    0.1045595588E-02
      1076    0.2224078720E+00    0.3224062103E+00    0.5754134270E-03
      1077    0.5863738510E+00    0.5931763138E+00    0.1045595588E-02
      1078    0.3655190630E+00    0.4709380040E+00    0.8333333333E-03
      1079    0.6537939600E+00    0.7896865236E+00    0.1386828220E-02
      1080    0.3800766900E+00    0.3939793111E+00    0.6996974405E-03
      1081    0.7181953230E+00    0.4462253504E+00    0.7904207343E-03
      1082    0.4208265250E+00    0.3952003524E+00    0.7018177331E-03
      1083    0.6066541460E+00    0.4426410269E+00    0.7841966907E-03
      1084    0.5563895080E+00    0.4880917319E+00    0.8631201405E-03
      1085    0.7339314890E+00    0.7496854728E+00    0.1317367891E-02
      1086    0.4862051760E+00    0.6803147135E+00    0.1196908161E-02
      1087    0.2652742440E+00    0.4102689104E+00    0.7279837206E-03
      1088    0.2887086460E+00    0.3264221617E+00    0.5823869765E-03
      1089    0.5281239290E+00    0.5931763138E+00    0.1045595588E-02
      1090    0.5523676920E+00    0.4193855296E+00    0.7438143890E-03
      1091    0.3934845060E+00    0.4311418980E+00    0.7642288832E-03
      1092    0.3125633310E+00    0.4709380040E+00    0.8333333333E-03
      1093    0.8966717610E+00    0.6309056162E+00    0.1111111111E-02
      1094    0.4520094920E+00    0.6646438094E+00    0.1169696222E-02
      1095    0.7269237620E+00    0.6249251690E+00    0.1100726288E-02
      1096    0.3074109230E+00    0.2921057403E+00    0.5227977938E-03
      1097    0.5885775640E+00    0.6309056162E+00    0.1111111111E-02
      1098    0.6992125530E+00    0.7166580805E+00    0.1260017059E-02
      1099    0.5390102190E+00    0.6646438094E+00    0.1169696222E-02
      1100    0.8161249920E+00    0.7896865236E+00    0.1386828220E-02
      1101    0.3302747090E+00    0.3886804189E+00    0.6904961124E-03
      1102    0.4600217420E+00    0.4102689104E+00    0.7279837206E-03
      1103    0.2516628930E+00    0.4102689104E+00    0.7279837206E-03
      1104    0.4117559390E+00    0.4880917319E+00    0.8631201405E-03
      1105    0.7142774040E+00    0.4193855296E+00    0.7438143890E-03
      1106    0.3917343600E+00    0.4702259809E+00    0.8320969319E-03
      1107    0.3107944110E+00    0.4775128325E+00    0.8447502772E-03
      1108    0.5879598860E+00    0.5352523519E+00    0.9450127939E-03
      1109    0.4906573230E+00    0.3903608453E+00    0.6934141099E-03
      1110    0.4691076650E+00    0.3855492240E+00    0.6850589095E-03
      1111    0.6742552690E+00    0.6537772535E+00    0.1150826854E-02
      1112    0.4041040450E+00    0.4281271199E+00    0.7589938338E-03
      1113    0.4010173710E+00    0.3886804189E+00    0.6904961124E-03
      1114    0.6592734690E+00    0.7896865236E+00    0.1386828220E-02
      1115    0.5031039070E+00    0.4702259809E+00    0.8320969319E-03
      1116    0.5164140840E+00    0.5236216524E+00    0.9248165190E-03
      1117    0.5630140480E+00    0.5352523519E+00    0.9450127939E-03
      1118    0.3422267820E+00    0.4426410269E+00    0.7841966907E-03
      1119    0.5815949100E+00    0.6537772535E+00    0.1150826854E-02
      1120    0.7432048350E+00    0.5474218665E+00    0.9661447009E-03
      1121    0.7030582600E+00    0.6033293329E+00    0.1063225926E-02
      1122    0.3918233990E+00    0.4264089149E+00    0.7560102351E-03
      1123    0.5118877040E+00    0.5931763138E+00    0.1045595588E-02
      1124    0.4847550590E+00    0.5259233888E+00    0.9288133983E-03
      1125    0.4653617990E+00    0.6646438094E+00    0.1169696222E-02
      1126    0.5556096010E+00    0.5264731202E+00    0.9297679862E-03
      1127    0.7701976530E+00    0.7896865236E+00    0.1386828220E-02
      1128    0.4626259250E+00    0.4671702902E+00    0.8267908393E-03
      1129    0.4512563400E+00    0.4539841162E+00    0.8038935411E-03
      1130    0.6992786670E+00    0.7049524377E+00    0.1239690648E-02
      1131    0.3998587110E+00    0.5600228962E+00    0.9880259179E-03
      1132    0.4561504430E+00    0.4962416487E+00    0.8772721663E-03
      1133    0.6907345510E+00    0.7496854728E+00    0.1317367891E-02
      1134    0.5751996120E+00    0.5931763138E+00    0.1045595588E-02
      1135    0.4879215290E+00    0.3492598721E+00    0.6220438067E-03
      1136    0.3906291850E+00    0.4709380040E+00    0.8333333333E-03
      1137    0.3844513180E+00    0.5500134915E+00    0.9706449608E-03
      1138    0.5253580960E+00    0.6396720543E+00    0.1126333703E-02
      1139    0.4725448720E+00    0.5600228962E+00    0.9880259179E-03
      1140    0.3836979360E+00    0.5500134915E+00    0.9706449608E-03
      1141    0.4895549630E+00    0.5900236844E+00    0.1040121165E-02
      1142    0.3534546960E+00    0.4102689104E+00    0.7279837206E-03
      1143    0.4837632550E+00    0.4341434469E+00    0.7694409607E-03
      1144    0.2159973380E+00    0.2921057403E+00    0.5227977938E-03
      1145    0.3280386850E+00    0.3952003524E+00    0.7018177331E-03
      1146    0.6867346380E+00    0.6396720543E+00    0.1126333703E-02
      1147    0.5205510630E+00    0.5170539097E+00    0.9134118794E-03
      1148    0.4508820740E+00    0.4462253504E+00    0.7904207343E-03
      1149    0.6093272470E+00    0.5433004122E+00    0.9589879497E-03
      1150    0.8575040170E+00    0.6803147135E+00    0.1196908161E-02
      1151    0.8034253980E+00    0.5931763138E+00    0.1045595588E-02
      1152    0.4560717410E+00    0.3726739219E+00    0.6627014288E-03
      1153    0.6371642040E+00    0.5931763138E+00    0.1045595588E-02
      1154    0.4485649930E+00    0.4709380040E+00    0.8333333333E-03
      1155    0.3355509630E+00    0.3523198550E+00    0.6273573526E-03
      1156    0.5867689150E+00    0.6396720543E+00    0.1126333703E-02
      1157    0.3572299580E+00    0.4426410269E+00    0.7841966907E-03
      1158    0.4792108390E+00    0.5931763138E+00    0.1045595588E-02
      1159    0.5410992310E+00    0.5264731202E+00    0.9297679862E-03
      1160    0.8932515840E+00    0.6803147135E+00    0.1196908161E-02
      1161    0.4798977340E+00    0.4193855296E+00    0.7438143890E-03
      1162    0.4980980960E+00    0.5170539097E+00    0.9134118794E-03
      1163    0.8201050170E+00    0.7496854728E+00    0.1317367891E-02
      1164    0.5283838310E+00    0.5352523519E+00    0.9450127939E-03
      1165    0.3601882160E+00    0.4962416487E+00    0.8772721663E-03
      1166    0.5222290050E+00    0.5352523519E+00    0.9450127939E-03
      1167    0.2799039200E+00    0.3886804189E+00    0.6904961124E-03
      1168    0.4647078260E+00    0.5576716804E+00    0.9839431196E-03
      1169    0.7405156430E+00    0.7496854728E+00    0.1317367891E-02
      1170    0.5249590760E+00    0.5719626166E+00    0.1008758796E-02
      1171    0.2949622230E+00    0.2921057403E+00    0.5227977938E-03
      1172    0.4585712860E+00    0.4396749406E+00    0.7790461927E-03
      1173    0.4007942490E+00    0.4046028949E+00    0.7181448967E-03
      1174    0.7861458590E+00    0.7496854728E+00    0.1317367891E-02
      1175    0.6038137780E+00    0.5079948269E+00    0.8976811208E-03
      1176    0.6981074690E+00    0.6803147135E+00    0.1196908161E-02
      1177    0.4421551580E+00    0.5931763138E+00    0.1045595588E-02
      1178    0.4332141350E+00    0.6646438094E+00    0.1169696222E-02
      1179    0.5768285030E+00    0.4690821334E+00    0.8301106834E-03
      1180    0.6808418550E+00    0.7049524377E+00    0.1239690648E-02
      1181    0.2996193220E+00    0.3356749403E+00    0.5984540806E-03
      1182    0.5227097770E+00    0.4462253504E+00    0.7904207343E-03
      1183    0.3925932920E+00    0.4264089149E+00    0.7560102351E-03
      1184    0.6302029320E+00    0.6803147135E+00    0.1196908161E-02
      1185    0.3386040620E+00    0.4193855296E+00    0.7438143890E-03
      1186    0.8347062810E+00    0.7166580805E+00    0.1260017059E-02
      1187    0.5823274480E+00    0.4775128325E+00    0.8447502772E-03
      1188    0.3813249130E+00    0.5079948269E+00    0.8976811208E-03
      1189    0.2871280430E+00    0.4426410269E+00    0.7841966907E-03
      1190    0.5668517350E+00    0.5931763138E+00    0.1045595588E-02
      1191    0.4290520100E+00    0.4962416487E+00    0.8772721663E-03
      1192    0.2625592820E+00    0.3523198550E+00    0.6273573526E-03
      1193    0.7457860490E+00    0.6011414315E+00    0.1059426717E-02
      1194    0.4381296450E+00    0.4426410269E+00    0.7841966907E-03
      1195    0.6689874080E+00    0.6537772535E+00    0.1150826854E-02
      1196    0.4726376030E+00    0.4880700401E+00    0.8630824736E-03
      1197    0.2542778080E+00    0.3523198550E+00    0.6273573526E-03
      1198    0.5798098390E+00    0.5931763138E+00    0.1045595588E-02
      1199    0.8035118600E+00    0.6537772535E+00    0.1150826854E-02
      1200    0.6587699720E+00    0.6803147135E+00    0.1196908161E-02
      1201    0.6407834910E+00    0.5931763138E+00    0.1045595588E-02
      1202    0.4486171770E+00    0.4426410269E+00    0.7841966907E-03
      1203    0.3451094800E+00    0.3886804189E+00    0.6904961124E-03
      1204    0.7846934590E+00    0.7496854728E+00    0.1317367891E-02
      1205    0.7692511520E+00    0.7896865236E+00    0.1386828220E-02
      1206    0.3108619980E+00    0.4046028949E+00    0.7181448967E-03
      1207    0.5104368400E+00    0.5600228962E+00    0.9880259179E-03
      1208    0.5341179640E+00    0.6646438094E+00    0.1169696222E-02
      1209    0.4359228390E+00    0.4880917319E+00    0.8631201405E-03
      1210    0.4375186410E+00    0.4004121100E+00    0.7108677554E-03
      1211    0.8097201380E+00    0.7496854728E+00    0.1317367891E-02
      1212    0.4983198310E+00    0.4702259809E+00    0.8320969319E-03
      1213    0.3810663610E+00    0.4709380040E+00    0.8333333333E-03
      1214    0.6981117260E+00    0.5900236844E+00    0.1040121165E-02
      1215    0.5276591310E+00    0.5931763138E+00    0.1045595588E-02
      1216    0.4794961370E+00    0.5900236844E+00    0.1040121165E-02
      1217    0.4878817090E+00    0.5170539097E+00    0.9134118794E-03
      1218    0.3146920880E+00    0.2921057403E+00    0.5227977938E-03
      1219    0.4508502640E+00    0.5079948269E+00    0.8976811208E-03
      1220    0.3908887620E+00    0.4193855296E+00    0.7438143890E-03
      1221    0.5032384640E+00    0.4664526683E+00    0.8255447157E-03
      1222    0.5491436590E+00    0.5931763138E+00    0.1045595588E-02
      1223    0.6310856030E+00    0.4803803663E+00    0.8497296424E-03
      1224    0.5573754810E+00    0.5079948269E+00    0.8976811208E-03
      1225    0.3858472520E+00    0.3855492240E+00    0.6850589095E-03
      1226    0.5948520630E+00    0.5900236844E+00    0.1040121165E-02
      1227    0.2842657840E+00    0.3224062103E+00    0.5754134270E-03
      1228    0.3797468590E+00    0.3886804189E+00    0.6904961124E-03
      1229    0.3258636240E+00    0.3886804189E+00    0.6904961124E-03
      1230    0.4086510720E+00    0.4426410269E+00    0.7841966907E-03
      1231    0.7462404400E+00    0.7049524377E+00    0.1239690648E-02
      1232    0.2813355240E+00    0.3749574366E+00    0.6666666667E-03
      1233    0.6936585190E+00    0.6396720543E+00    0.1126333703E-02
      1234    0.3726123180E+00    0.3703603198E+00    0.6586839453E-03
      1235    0.6974959770E+00    0.3713691680E+00    0.6604357725E-03
      1236    0.3959166130E+00    0.4102145448E+00    0.7278893169E-03
      1237    0.2762685940E+00    0.4426410269E+00    0.7841966907E-03
      1238    0.4563380250E+00    0.4046028949E+00    0.7181448967E-03
      1239    0.7397183060E+00    0.4664526683E+00    0.8255447157E-03
      1240    0.2860842880E+00    0.4426410269E+00    0.7841966907E-03
      1241    0.6487094440E+00    0.5931763138E+00    0.1045595588E-02
      1242    0.6068512150E+00    0.6803147135E+00    0.1196908161E-02
      1243    0.3036818880E+00    0.4046028949E+00    0.7181448967E-03
      1244    0.5169717180E+00    0.4462253504E+00    0.7904207343E-03
      1245    0.4863785070E+00    0.6309056162E+00    0.1111111111E-02
      1246    0.9218601120E+00    0.6537772535E+00    0.1150826854E-02
      1247    0.7636941410E+00    0.7896865236E+00    0.1386828220E-02
      1248    0.6108521050E+00    0.6803147135E+00    0.1196908161E-02
      1249    0.9387033550E+00    0.7496854728E+00    0.1317367891E-02
      1250    0.5122375370E+00    0.4160125521E+00    0.7379573397E-03
      1251    0.3958408450E+00    0.4046028949E+00    0.7181448967E-03
      1252    0.5546538750E+00    0.5079948269E+00    0.8976811208E-03
      1253    0.3547911380E+00    0.3538466236E+00    0.6300085293E-03
      1254    0.7808652410E+00    0.6537772535E+00    0.1150826854E-02
      1255    0.4617470230E+00    0.5500134915E+00    0.9706449608E-03
      1256    0.3615297240E+00    0.3886804189E+00    0.6904961124E-03
      1257    0.3900747630E+00    0.4046028949E+00    0.7181448967E-03
      1258    0.7565757240E+00    0.7496854728E+00    0.1317367891E-02
      1259    0.5719449480E+00    0.4664526683E+00    0.8255447157E-03
